Sid,Response,Technique_id,True_labels,Predicted_labels
30516,"[TextBlock(text='[\n  {\n    ""sid"": ""30516"",\n    ""Technique ID"": ""T1190"",\n    ""Technique Name"": ""Exploit Public-Facing Application"",\n    ""Quotes"": [\n      ""The Heartbleed bug is a serious vulnerability in the popular OpenSSL cryptographic software library that allows stealing information protected by SSL/TLS encryption used to secure the Internet.""\n    ],\n    ""Explanation"": ""The Snort rule is designed to detect potential attempts to exploit the Heartbleed vulnerability in OpenSSL, which is a public-facing application used for secure communication over the Internet. The rule looks for specific patterns in the network traffic that may indicate an attempt to exploit this vulnerability.""\n  },\n  {\n    ""sid"": ""30516"", \n    ""Technique ID"": ""T1499"",\n    ""Technique Name"": ""Endpoint Denial of Service"",\n    ""Quotes"": [\n      ""The Heartbleed bug allows anyone on the Internet to read the memory of the systems protected by the vulnerable versions of the OpenSSL software.""\n    ],\n    ""Explanation"": ""The Heartbleed vulnerability could potentially be used to cause a denial of service condition on the affected system by consuming its memory resources. The Snort rule aims to detect such attempts, which could lead to an endpoint denial of service attack.""\n  }\n]', type='text')]","['T1190', 'T1499']",['TA0009'],"['TA0001', 'TA0040']"
26803,"[TextBlock(text='[\n  {\n    ""sid"": ""26803"",\n    ""Technique ID"": ""T1048"",\n    ""Technique Name"": ""Exfiltration Over Alternative Protocol"",\n    ""Quotes"": [\n      ""\\""MALWARE-OTHER DNS data exfiltration attempt\\""""\n    ],\n    ""Explanation"": ""The Snort rule is designed to detect attempts to exfiltrate data over the DNS protocol, which is an alternative protocol not typically used for data transfer. This aligns with the MITRE ATT&CK technique \'Exfiltration Over Alternative Protocol\' (T1048).""\n  },\n  {\n    ""sid"": ""26803"", \n    ""Technique ID"": ""T1071.004"",\n    ""Technique Name"": ""Application Layer Protocol: DNS"",\n    ""Quotes"": [\n      ""\\""MALWARE-OTHER DNS data exfiltration attempt\\"""",\n      ""service:dns;""\n    ],\n    ""Explanation"": ""The Snort rule specifically targets exfiltration attempts over the DNS protocol, which is an application layer protocol. This maps to the MITRE ATT&CK technique \'Application Layer Protocol: DNS\' (T1071.004).""\n  }\n]', type='text')]","['T1048', 'T1071']",['TA0010'],"['TA0011', 'TA0010']"
33566,"[TextBlock(text='[\n  {\n    ""sid"": ""33566"",\n    ""Technique ID"": ""T1211"",\n    ""Technique Name"": ""Exploitation for Client Execution"",\n    ""Quotes"": [\n      ""BROWSER-FIREFOX Mozilla Firefox 3 xsl parsing heap overflow attempt""\n    ],\n    ""Explanation"": ""The Snort rule is designed to detect an attempt to exploit a heap overflow vulnerability in Mozilla Firefox 3 related to XSL parsing. This aligns with the Exploitation for Client Execution technique, which involves exploiting software vulnerabilities in client applications to execute malicious code.""\n  },\n  {\n    ""sid"": ""33566"",\n    ""Technique ID"": ""T1190"",\n    ""Technique Name"": ""Exploit Public-Facing Application"",\n    ""Quotes"": [\n      ""flow:to_client,established"",\n      ""service:http""\n    ],\n    ""Explanation"": ""The Snort rule is specifically looking for traffic over HTTP to the client, indicating an attempt to exploit a public-facing application (in this case, Mozilla Firefox). This matches the Exploit Public-Facing Application technique, which involves exploiting vulnerabilities in internet-facing applications.""\n  }\n]', type='text')]","['T1211', 'T1190']",['TA0005'],"['TA0005', 'TA0001']"
25579,"[TextBlock(text='[\n  {\n    ""sid"": ""25579"",\n    ""Technique ID"": ""T1192"",\n    ""Technique Name"": ""Spearphishing Link"",\n    ""Quotes"": [\n      ""MALWARE-OTHER Fake bookinginfo HTTP Response phishing attack""\n    ],\n    ""Explanation"": ""The Snort rule is designed to detect a phishing attack that delivers malware through a fake \'BookingInfo.zip\' file. This aligns with the Spearphishing Link technique, where malicious links or files are sent to victims, often disguised as legitimate content.""\n  },\n  {\n    ""sid"": ""25579"", \n    ""Technique ID"": ""T1566"",\n    ""Technique Name"": ""Phishing"",\n    ""Quotes"": [\n      ""MALWARE-OTHER Fake bookinginfo HTTP Response phishing attack""\n    ],\n    ""Explanation"": ""The Snort rule explicitly mentions \'phishing attack\' in the message field, indicating that it is designed to detect phishing attempts, which is the primary goal of the T1566 Phishing technique.""\n  }\n]', type='text')]","['T1192', 'T1566']",['TA0001'],['TA0001']
24705,"[TextBlock(text='[\n  {\n    ""sid"": ""24705"",\n    ""Technique ID"": ""T1505.001"",\n    ""Technique Name"": ""Server Software Component: Web Services"",\n    ""Quotes"": [\n      ""content:\\""/UNCWS/Management.asmx\\"",fast_pattern,nocase;"",\n      ""http_client_body; pcre:\\""/<SelectedID[^<]+?(\\\\x3B|%3B)/im\\"";""\n    ],\n    ""Explanation"": ""The Snort rule is designed to detect SQL injection attempts targeting the Management.asmx web service. The rule looks for specific patterns in the HTTP request body that indicate potential SQL injection payloads. This aligns with the Web Services technique under Server Software Component, which involves exploiting vulnerabilities in web services to gain unauthorized access or execute malicious code.""\n  },\n  {\n    ""sid"": ""24705"",\n    ""Technique ID"": ""T1190"",\n    ""Technique Name"": ""Exploit Public-Facing Application"",\n    ""Quotes"": [\n      ""alert tcp $EXTERNAL_NET any - $HOME_NET $HTTP_PORTS"",\n      ""content:\\""POST\\""; http_uri; content:\\""/UNCWS/Management.asmx\\"",fast_pattern,nocase;""\n    ],\n    ""Explanation"": ""The Snort rule is specifically designed to detect SQL injection attempts against the public-facing Management.asmx web application. The rule matches incoming HTTP POST requests from external networks targeting the specified URI. This aligns with the Exploit Public-Facing Application technique, which involves exploiting vulnerabilities in internet-facing applications to gain unauthorized access or execute malicious code.""\n  }\n]', type='text')]","['T1505', 'T1190']",['TA0001'],"['TA0003', 'TA0001']"
13237,"[TextBlock(text='[\n  {\n    ""sid"": ""13237"",\n    ""Technique ID"": ""T1056"",\n    ""Technique Name"": ""Input Capture"",\n    ""Quotes"": [\n      ""\\""MALWARE-OTHER Keylogger active Keylogger 3.9.2 runtime detection\\""""\n    ],\n    ""Explanation"": ""The Snort rule is designed to detect a specific keylogger malware (Keylogger 3.9.2) that captures user input, which aligns with the Input Capture technique in ATT&CK.""\n  },\n  {\n    ""sid"": ""13237"", \n    ""Technique ID"": ""T1071"",\n    ""Technique Name"": ""Application Layer Protocol"",\n    ""Quotes"": [\n      ""\\""service:smtp\\""""\n    ],\n    ""Explanation"": ""The Snort rule is looking for the keylogger malware communicating over the SMTP protocol, which falls under the Application Layer Protocol technique in ATT&CK.""\n  }\n]', type='text')]","['T1056', 'T1071']","['TA0006', 'TA0009']","['TA0006', 'TA0011', 'TA0009']"
32104,"[TextBlock(text='[\n  {\n    ""sid"": ""32104"",\n    ""Technique ID"": ""T1203"",\n    ""Technique Name"": ""Exploitation for Client Execution"",\n    ""Quotes"": [\n      ""BROWSER-PLUGINS Oracle WebCenter Content CheckOutAndOpen.dll ActiveX control code execution ActiveX function call access""\n    ],\n    ""Explanation"": ""The Snort rule is designed to detect attempts to exploit a vulnerability in the Oracle WebCenter Content CheckOutAndOpen.dll ActiveX control, which could allow remote code execution on the client system. This aligns with the Exploitation for Client Execution technique, which involves exploiting software vulnerabilities in client applications to execute code.""\n  },\n  {\n    ""sid"": ""32104"",\n    ""Technique ID"": ""T1218"",\n    ""Technique Name"": ""Office Application Startup"",\n    ""Quotes"": [\n      ""content:\\"".hta\\"",nocase""\n    ],\n    ""Explanation"": ""The Snort rule includes a content match for \'.hta\', which is the file extension for HTML Application (HTA) files. HTAs can be used to execute code when an Office application starts up, which is consistent with the Office Application Startup technique.""\n  }\n]', type='text')]","['T1203', 'T1218']",['TA0005'],"['TA0005', 'TA0002']"
17386,"[TextBlock(text='[\n  {\n    ""sid"": ""17386"",\n    ""Technique ID"": ""T1190"",\n    ""Technique Name"": ""Exploit Public-Facing Application"",\n    ""Quotes"": [\n      ""SERVER-WEBAPP Lighttpd mod_fastcgi Extension CGI Variable Overwriting Vulnerability attempt""\n    ],\n    ""Explanation"": ""The Snort rule is designed to detect an attempt to exploit a vulnerability in the Lighttpd web server\'s mod_fastcgi extension, which allows overwriting of CGI variables. This falls under the \'Exploit Public-Facing Application\' technique in ATT&CK, where adversaries attempt to exploit vulnerabilities in internet-facing applications.""\n  },\n  {\n    ""sid"": ""17386"",\n    ""Technique ID"": ""T1211"",\n    ""Technique Name"": ""Exploitation for Credential Access"",\n    ""Quotes"": [\n      ""content:\\""/etc/passwd\\""""\n    ],\n    ""Explanation"": ""The Snort rule is looking for attempts to access the /etc/passwd file, which contains user account information on Unix-based systems. This suggests that the exploitation attempt may be aimed at gaining unauthorized access to credentials, which aligns with the \'Exploitation for Credential Access\' technique in ATT&CK.""\n  }\n]', type='text')]","['T1190', 'T1211']",['TA0007'],"['TA0005', 'TA0001']"
21318,"[TextBlock(text='[\n  {\n    ""sid"": ""21318"",\n    ""Technique ID"": ""T1071.001"",\n    ""Technique Name"": ""Malicious Web Site Content Compromise"",\n    ""Quotes"": [\n      ""GET /"",\n      ""base64_decode:relative; base64_data;""\n    ],\n    ""Explanation"": ""The Snort rule is detecting a malware variant that is attempting to connect to an external website and send encoded data, which could be indicative of a compromised website being used to deliver malicious content.""\n  },\n  {\n    ""sid"": ""21318"", \n    ""Technique ID"": ""T1071"",\n    ""Technique Name"": ""Web Service"",\n    ""Quotes"": [\n      ""http_header;"",\n      ""service:http;""\n    ],\n    ""Explanation"": ""The Snort rule is specifically looking for HTTP traffic and analyzing the headers and content, which suggests it is targeting malicious activity involving web services.""\n  }\n]', type='text')]",['T1071'],['TA0011'],['TA0011']
60338,"[TextBlock(text='[\n  {\n    ""sid"": ""60338"",\n    ""Technique ID"": ""T1505"",\n    ""Technique Name"": ""Server Software Component"",\n    ""Quotes"": [\n      ""\\""Php.Webshell.DiveShell outbound connection attempt\\""""\n    ],\n    ""Explanation"": ""The Snort rule is designed to detect outbound connections from a web shell named \'DiveShell\', which is a type of malicious server software component used by attackers to maintain persistence and execute arbitrary commands on the compromised server.""\n  },\n  {\n    ""sid"": ""60338"",\n    ""Technique ID"": ""T1071"",\n    ""Technique Name"": ""Application Layer Protocol"",\n    ""Quotes"": [\n      ""\\""service:http\\""""\n    ],\n    ""Explanation"": ""The Snort rule is specifically looking for HTTP traffic, which is an application layer protocol used for web communications. Attackers often leverage application layer protocols like HTTP to facilitate command and control communications with their malware or web shells.""\n  }\n]', type='text')]","['T1505', 'T1071']",['TA0003'],"['TA0003', 'TA0011']"
49540,"[TextBlock(text='[\n  {\n    ""sid"": ""49540"",\n    ""Technique ID"": ""T1505"",\n    ""Technique Name"": ""Server Software Component: Web Shell"",\n    ""Quotes"": [\n      ""WordPress wp_user_roles configuration change attempt""\n    ],\n    ""Explanation"": ""The Snort rule appears to be detecting an attempt to modify the user roles configuration in WordPress, which could potentially allow the attacker to gain elevated privileges or execute arbitrary code on the server. This is related to the Web Shell technique, where an attacker attempts to upload or modify a script on the server to gain remote code execution capabilities.""\n  },\n  {\n    ""sid"": ""49540"",\n    ""Technique ID"": ""T1190"",\n    ""Technique Name"": ""Exploit Public-Facing Application"",\n    ""Quotes"": [\n      ""WordPress wp_user_roles configuration change attempt""\n    ],\n    ""Explanation"": ""The Snort rule is detecting an attempt to exploit a vulnerability in the WordPress application by modifying the user roles configuration. This falls under the Exploit Public-Facing Application technique, where an attacker attempts to exploit a vulnerability in a publicly accessible application to gain unauthorized access or perform malicious actions.""\n  }\n]', type='text')]","['T1505', 'T1190']",['TA0001'],"['TA0003', 'TA0001']"
58912,"[TextBlock(text='[\n  {\n    ""sid"": ""58912"",\n    ""Technique ID"": ""T1505"",\n    ""Technique Name"": ""Server Software Component"",\n    ""Quotes"": [\n      ""<?php"",\n      ""passthru(getenv(\\""HTTP_ACCEPT_LANGUAGE\\""""\n    ],\n    ""Explanation"": ""The Snort rule is designed to detect attempts to upload a PHP webshell that leverages the HTTP_ACCEPT_LANGUAGE environment variable. This aligns with the Server Software Component technique, which involves exploiting a vulnerability in software executing on a server to gain execution.""\n  },\n  {\n    ""sid"": ""58912"",\n    ""Technique ID"": ""T1608"",\n    ""Technique Name"": ""Staged Data from Credential Access"",\n    ""Quotes"": [\n      ""<?php"",\n      ""passthru(getenv(\\""HTTP_ACCEPT_LANGUAGE\\""""\n    ],\n    ""Explanation"": ""The Snort rule is looking for a specific pattern in the file data, which suggests that the webshell could be used to stage data obtained from credential access or other initial access techniques, aligning with the Staged Data from Credential Access technique.""\n  }\n]', type='text')]","['T1505', 'T1608']",['TA0003'],"['TA0003', 'TA0042']"
31978,"[TextBlock(text='[\n  {\n    ""sid"": ""31978"",\n    ""Technique ID"": ""T1505"",\n    ""Technique Name"": ""Server Software Component: Web Shell"",\n    ""Quotes"": [\n      ""Adversaries may use Web shell software to establish persistent access to a compromised web server.""\n    ],\n    ""Explanation"": ""The Snort rule is designed to detect attempts to inject malicious code into a web server, which could potentially be used to deploy a web shell for persistent access. The content match \'() {\' is a common pattern used in web shell code.""\n  },\n  {\n    ""sid"": ""31978"", \n    ""Technique ID"": ""T1190"",\n    ""Technique Name"": ""Exploit Public-Facing Application"",\n    ""Quotes"": [\n      ""Adversaries may attempt to take advantage of a weakness in an Internet-facing computer or program using software, data, or commands in order to cause unintended or unanticipated behavior.""\n    ],\n    ""Explanation"": ""The Snort rule is aimed at detecting attempts to exploit a vulnerability in a public-facing web application by injecting malicious code, which could potentially lead to further compromise of the system.""\n  }\n]', type='text')]","['T1505', 'T1190']",['TA0001'],"['TA0003', 'TA0001']"
37313,"[TextBlock(text='[\n  {\n    ""sid"": ""37313"",\n    ""Technique ID"": ""T1020"",\n    ""Technique Name"": ""Automated Exfiltration"",\n    ""Quotes"": [\n      ""FILE-OTHER Multiple products external entity data exfiltration attempt""\n    ],\n    ""Explanation"": ""The Snort rule is designed to detect attempts to exfiltrate data using external entity references in XML documents, which is a technique used for automated exfiltration of data.""\n  },\n  {\n    ""sid"": ""37313"", \n    ""Technique ID"": ""T1048"",\n    ""Technique Name"": ""Exfiltration Over Alternative Protocol"",\n    ""Quotes"": [\n      ""flow:to_server,established"",\n      ""service:smtp""\n    ],\n    ""Explanation"": ""The rule is specifically looking for exfiltration attempts over the SMTP protocol, which is an alternative protocol that can be used for data exfiltration.""\n  }\n]', type='text')]","['T1020', 'T1048']",['TA0010'],['TA0010']
61160,"[TextBlock(text='[\n  {\n    ""sid"": ""61160"",\n    ""Technique ID"": ""T1505"",\n    ""Technique Name"": ""Server Software Component"",\n    ""Quotes"": [\n      ""JSP.Webshell.JSP2Shell outbound connection"",\n      ""JspWebShell By""\n    ],\n    ""Explanation"": ""The Snort rule is designed to detect outbound connections related to the JSP.Webshell.JSP2Shell malware, which is a type of web shell that can be used as a server software component for remote code execution and maintaining persistence on the compromised system.""\n  },\n  {\n    ""sid"": ""61160"", \n    ""Technique ID"": ""T1071"",\n    ""Technique Name"": ""Application Layer Protocol"",\n    ""Quotes"": [\n      ""service:http""\n    ],\n    ""Explanation"": ""The Snort rule specifies that it is looking for HTTP traffic, which is an application layer protocol. Malware often uses common application layer protocols like HTTP to communicate with command and control servers.""\n  }\n]', type='text')]","['T1505', 'T1071']",['TA0003'],"['TA0003', 'TA0011']"
14075,"[TextBlock(text='[\n  {\n    ""sid"": ""14075"",\n    ""Technique ID"": ""T1071.001"",\n    ""Technique Name"": ""Malicious Link"",\n    ""Quotes"": [\n      ""\\""Subject|3A| Ultimate Keylogger Report from\\""""\n    ],\n    ""Explanation"": ""The Snort rule is designed to detect emails with subjects related to the \'Ultimate Keylogger\' malware, which suggests that the malware may be spreading through malicious links or attachments in emails.""\n  },\n  {\n    ""sid"": ""14075"",\n    ""Technique ID"": ""T1056.001"",\n    ""Technique Name"": ""Keylogging"",\n    ""Quotes"": [\n      ""\\""Ultimate Keylogger Report from\\""""\n    ],\n    ""Explanation"": ""The Snort rule explicitly mentions \'Ultimate Keylogger\', which is a type of malware designed to capture keystrokes, indicating that the technique of keylogging is being used by the malware.""\n  }\n]', type='text')]","['T1071', 'T1056']","['TA0006', 'TA0009']","['TA0006', 'TA0011', 'TA0009']"
39930,"[TextBlock(text='[\n  {\n    ""sid"": ""39930"",\n    ""Technique ID"": ""T1190"",\n    ""Technique Name"": ""Exploit Public-Facing Application"",\n    ""Quotes"": [\n      ""The rule is looking for attempts to exploit a vulnerability in a Siemens IP camera by accessing the /cgi-bin/readfile.cgi script with the ADMINID parameter, which could lead to credential disclosure.""\n    ],\n    ""Explanation"": ""The Snort rule is designed to detect attempts to exploit a vulnerability in a public-facing Siemens IP camera web application, which aligns with the \'Exploit Public-Facing Application\' technique from MITRE ATT&CK. The rule specifically looks for requests to the /cgi-bin/readfile.cgi script with the ADMINID parameter, which could potentially lead to credential disclosure.""\n  },\n  {\n    ""sid"": ""39930"",\n    ""Technique ID"": ""T1211"",\n    ""Technique Name"": ""Exploitation for Credential Access"",\n    ""Quotes"": [\n      ""The rule is looking for attempts to exploit a vulnerability in a Siemens IP camera that could lead to credential disclosure, which falls under the \'Exploitation for Credential Access\' technique.""\n    ],\n    ""Explanation"": ""The Snort rule is designed to detect attempts to exploit a vulnerability in a Siemens IP camera web application that could potentially lead to credential disclosure. This aligns with the \'Exploitation for Credential Access\' technique from MITRE ATT&CK, which involves exploiting software vulnerabilities to gain access to credentials.""\n  }\n]', type='text')]","['T1190', 'T1211']",['TA0006'],"['TA0005', 'TA0001']"
