Sid,Response,Technique_id,True_labels,Predicted_labels
30516,"[TextBlock(text='[\n  {\n    ""sid"": ""30516"",\n    ""Technique ID"": ""T1190"",\n    ""Technique name"": ""Exploit Public-Facing Application"",\n    ""Quotes"": [""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network.""],\n    ""Explanation"": ""This rule detects potential attempts to exploit the OpenSSL Heartbleed vulnerability (CVE-2014-0160) in public-facing applications using the TLS protocol. The Heartbleed vulnerability allowed unauthorized disclosure of memory contents, which could potentially lead to information disclosure and unauthorized access.""\n  },\n  {\n    ""sid"": ""30516"", \n    ""Technique ID"": ""T1608"",\n    ""Technique name"": ""Staged Data from Credential Stuffing"",\n    ""Quotes"": [""Adversaries may stage data obtained from credential stuffing on an external server for later use.""],\n    ""Explanation"": ""While this rule does not directly detect credential stuffing, the Heartbleed vulnerability could potentially allow adversaries to obtain sensitive information, such as credentials, which could then be staged for later use in credential stuffing attacks.""\n  }\n]', type='text')]","['T1190', 'T1608']",['TA0009'],"['TA0001', 'TA0042']"
26803,"[TextBlock(text='[\n  {\n    ""sid"": ""26803"",\n    ""Technique ID"": ""T1048"",\n    ""Technique name"": ""Exfiltration Over Alternative Protocol"",\n    ""Quotes"": [""Adversaries may use an alternative protocol to exfiltrate data from a target network that does not conform to the protocol\'s original purpose.""],\n    ""Explanation"": ""This rule detects attempts to exfiltrate data over the DNS protocol, which is an alternative protocol not intended for data exfiltration.""\n  },\n  {\n    ""sid"": ""26803"",\n    ""Technique ID"": ""T1020"",\n    ""Technique name"": ""Data Obfuscation"",\n    ""Quotes"": [""Adversaries may use obfuscation to make data or telemetry difficult to discover and interpret.""],\n    ""Explanation"": ""The rule looks for specific patterns in the DNS data, which could indicate obfuscation techniques used to hide the exfiltrated data within DNS traffic.""\n  }\n]', type='text')]","['T1048', 'T1020']",['TA0010'],['TA0010']
33566,"[TextBlock(text='[\n  {\n    ""sid"": ""33566"",\n    ""Technique ID"": ""T1190"",\n    ""Technique name"": ""Exploit Public-Facing Application"",\n    ""Quotes"": [""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network.""],\n    ""Explanation"": ""This rule detects an attempt to exploit a heap overflow vulnerability in Mozilla Firefox 3\'s XSL parsing engine, which could allow remote code execution on the targeted system. This is an example of exploiting a public-facing application to gain initial access.""\n  },\n  {\n    ""sid"": ""33566"", \n    ""Technique ID"": ""T1211"",\n    ""Technique name"": ""Exploitation for Client Execution"",\n    ""Quotes"": [""Adversaries may exploit software vulnerabilities in client-side applications to execute code on remote systems.""],\n    ""Explanation"": ""The rule specifically targets an exploit attempt against a client-side application (Mozilla Firefox 3) running on the targeted system. Successful exploitation could lead to code execution on the client system.""\n  }\n]', type='text')]","['T1190', 'T1211']",['TA0005'],"['TA0005', 'TA0001']"
25579,"[TextBlock(text='[\n  {\n    ""sid"": ""25579"",\n    ""Technique ID"": ""T1192"",\n    ""Technique name"": ""Spearphishing Link"",\n    ""Quotes"": [""Adversaries may send spearphishing emails with a malicious link in an attempt to gain credentials to access systems.""],\n    ""Explanation"": ""This rule detects a phishing attack where a malicious file named \'BookingInfo.zip\' is delivered via HTTP, likely through a spearphishing email containing a malicious link. The file contains an executable \'BookingInfo.exe\' which is likely malware.""\n  },\n  {\n    ""sid"": ""25579"", \n    ""Technique ID"": ""T1566"",\n    ""Technique name"": ""Phishing"",\n    ""Quotes"": [""Adversaries may send phishing messages to gain information about victims or deliver malicious software.""],\n    ""Explanation"": ""This rule is specifically looking for a phishing attack where a malicious file is delivered via HTTP, likely through a phishing email or message.""\n  }\n]', type='text')]","['T1192', 'T1566']",['TA0001'],['TA0001']
24705,"[TextBlock(text='[\n  {\n    ""sid"": ""24705"",\n    ""Technique ID"": ""T1190"",\n    ""Technique name"": ""Exploit Public-Facing Application"",\n    ""Quotes"": [""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network.""],\n    ""Explanation"": ""This rule detects an SQL injection attempt against the CA Total Defense management.asmx web application, which is a public-facing application. Exploiting vulnerabilities in public-facing applications is a common initial access technique used by adversaries.""\n  },\n  {\n    ""sid"": ""24705"", \n    ""Technique ID"": ""T1059"",\n    ""Technique name"": ""Command and Scripting Interpreter"",\n    ""Quotes"": [""Adversaries may abuse command and script interpreters to execute malicious code or commands.""],\n    ""Explanation"": ""The SQL injection detected by this rule could potentially allow an adversary to execute arbitrary commands or scripts on the server hosting the vulnerable application, abusing the command and scripting interpreter.""\n  }\n]', type='text')]","['T1190', 'T1059']",['TA0001'],"['TA0002', 'TA0001']"
13237,"[TextBlock(text='[\n  {\n    ""sid"": ""13237"",\n    ""Technique ID"": ""T1056"",\n    ""Technique name"": ""Input Capture"",\n    ""Quotes"": [""Input Capture techniques involve intercepting and capturing user input data, such as keystrokes, to obtain sensitive information.""],\n    ""Explanation"": ""This rule detects activity related to the Keylogger 3.9.2 malware, which is designed to capture user input data like keystrokes, indicating the use of the Input Capture technique.""\n  },\n  {\n    ""sid"": ""13237"", \n    ""Technique ID"": ""T1048"",\n    ""Technique name"": ""Exfiltration Over Alternative Protocol"",\n    ""Quotes"": [""Adversaries may use an alternative protocol to exfiltrate data from a target network that does not pass through or is not inspected by defensive network devices.""],\n    ""Explanation"": ""The rule looks for the exfiltration of a ZIP file named \'akllogs.zip\' over the SMTP protocol, which is an alternative protocol that may be used to bypass network defenses and exfiltrate captured keylogger data.""\n  }\n]', type='text')]","['T1056', 'T1048']","['TA0006', 'TA0009']","['TA0006', 'TA0009', 'TA0010']"
32104,"[TextBlock(text='[\n  {\n    ""sid"": ""32104"",\n    ""Technique ID"": ""T1203"",\n    ""Technique name"": ""Exploitation for Client Execution"",\n    ""Quotes"": [""Adversaries may exploit software vulnerabilities in client-side applications to execute code on remote systems.""],\n    ""Explanation"": ""This rule detects attempts to exploit a vulnerability in the Oracle WebCenter Content CheckOutAndOpen.dll ActiveX control, which could allow remote code execution on the client system.""\n  },\n  {\n    ""sid"": ""32104"", \n    ""Technique ID"": ""T1211"",\n    ""Technique name"": ""Exploitation for Defense Evasion"",\n    ""Quotes"": [""Adversaries may attempt to exploit software vulnerabilities to bypass security tools designed to prevent potentially malicious behavior.""],\n    ""Explanation"": ""By exploiting a vulnerability in the ActiveX control, an adversary could potentially evade security defenses on the client system and execute malicious code.""\n  }\n]', type='text')]","['T1203', 'T1211']",['TA0005'],"['TA0005', 'TA0002']"
17386,"[TextBlock(text='[\n  {\n    ""sid"": ""17386"",\n    ""Technique ID"": ""T1190"",\n    ""Technique name"": ""Exploit Public-Facing Application"",\n    ""Quotes"": [""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network.""],\n    ""Explanation"": ""This rule detects an attempt to exploit a vulnerability in the Lighttpd web server\'s mod_fastcgi module, which allows overwriting of CGI variables and potentially leads to remote code execution. This is an example of exploiting a public-facing application to gain initial access.""\n  },\n  {\n    ""sid"": ""17386"", \n    ""Technique ID"": ""T1211"",\n    ""Technique name"": ""Exploitation for Credential Access"",\n    ""Quotes"": [""Adversaries may exploit software vulnerabilities to extract credentials and access additional resources.""],\n    ""Explanation"": ""The rule looks for an attempt to read the /etc/passwd file, which contains user account information. Exploiting this vulnerability could potentially allow an adversary to access credentials stored on the system.""\n  }\n]', type='text')]","['T1190', 'T1211']",['TA0007'],"['TA0005', 'TA0001']"
21318,"[TextBlock(text='[\n  {\n    ""sid"": ""21318"",\n    ""Technique ID"": ""T1071.001"",\n    ""Technique name"": ""Malicious Web Application"",\n    ""Quotes"": [""Adversaries may use malicious web applications as an entry vector for gaining access to a system or data.""],\n    ""Explanation"": ""This rule detects outbound connections from a system infected with the Win.Trojan.FakeAV/TDSS/PurpleHaze malware variant, which is a malicious web application used to distribute fake antivirus software and other malware.""\n  },\n  {\n    ""sid"": ""21318"", \n    ""Technique ID"": ""T1071.003"",\n    ""Technique name"": ""Web Service"",\n    ""Quotes"": [""Adversaries may use an existing, legitimate web service to relay malware.""],\n    ""Explanation"": ""The rule looks for base64-encoded data in HTTP GET requests, which could indicate the use of a legitimate web service to relay malware or malicious traffic.""\n  }\n]', type='text')]",['T1071'],['TA0011'],['TA0011']
60338,"[TextBlock(text='[\n  {\n    ""sid"": ""60338"",\n    ""Technique ID"": ""T1505"",\n    ""Technique name"": ""Server Software Component"",\n    ""Quotes"": [""Adversaries may abuse legitimate server software components through payload execution or exploitation of vulnerabilities in web services.""],\n    ""Explanation"": ""This rule detects outbound connections from a web shell named DiveShell, which is a malicious server software component used by adversaries to gain remote access and execute commands on the compromised server.""\n  },\n  {\n    ""sid"": ""60338"", \n    ""Technique ID"": ""T1071"",\n    ""Technique name"": ""Application Layer Protocol"",\n    ""Quotes"": [""Adversaries may use an application layer protocol for communication between host and C2 server or among nodes within a service.""],\n    ""Explanation"": ""The rule looks for specific content related to the DiveShell web shell, which uses HTTP as an application layer protocol for communication with the C2 server.""\n  }\n]', type='text')]","['T1505', 'T1071']",['TA0003'],"['TA0003', 'TA0011']"
49540,"[TextBlock(text='[\n  {\n    ""sid"": ""49540"",\n    ""Technique ID"": ""T1505"",\n    ""Technique name"": ""Server Software Component: Web Shell"",\n    ""Quotes"": [""Adversaries may use a web shell to establish persistent access to a compromised web server.""],\n    ""Explanation"": ""This rule detects attempts to change the default user role in WordPress to \'administrator\', which could potentially allow the installation of a web shell or other malicious code on the server.""\n  },\n  {\n    ""sid"": ""49540"", \n    ""Technique ID"": ""T1078"",\n    ""Technique name"": ""Valid Accounts"",\n    ""Quotes"": [""Adversaries may attempt to control accounts to gain access to systems, scripts, or libraries that use the respective accounts.""],\n    ""Explanation"": ""By changing the default user role to \'administrator\', an adversary could gain elevated privileges and valid account access on the WordPress site.""\n  }\n]', type='text')]","['T1505', 'T1078']",['TA0001'],"['TA0005', 'TA0001', 'TA0004', 'TA0003']"
58912,"[TextBlock(text='[\n  {\n    ""sid"": ""58912"",\n    ""Technique ID"": ""T1505"",\n    ""Technique name"": ""Server Software Component"",\n    ""Quotes"": [""Adversaries may attempt to exploit software installed by the operating system or other legitimate software that is allowed to run on the system.""],\n    ""Explanation"": ""This rule detects an attempt to upload a PHP webshell, which is a malicious script that allows remote code execution on the server. Webshells are often used by adversaries to gain unauthorized access and control over web servers.""\n  },\n  {\n    ""sid"": ""58912"", \n    ""Technique ID"": ""T1608"",\n    ""Technique name"": ""Staged Data"",\n    ""Quotes"": [""Adversaries may stage data across multiple transmissions in order to bypass defensive capabilities.""],\n    ""Explanation"": ""The rule looks for specific content patterns that indicate an attempt to upload a PHP webshell script in multiple stages, potentially to evade detection.""\n  }\n]', type='text')]","['T1505', 'T1608']",['TA0003'],"['TA0003', 'TA0042']"
31978,"[TextBlock(text='[\n  {\n    ""sid"": ""31978"",\n    ""Technique ID"": ""T1190"",\n    ""Technique name"": ""Exploit Public-Facing Application"",\n    ""Quotes"": [""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network.""],\n    ""Explanation"": ""This rule detects an attempt to inject malicious code into a Bash CGI script running on a web server, which is a form of exploiting a public-facing application vulnerability.""\n  },\n  {\n    ""sid"": ""31978"", \n    ""Technique ID"": ""T1059"",\n    ""Technique name"": ""Command and Scripting Interpreter"",\n    ""Quotes"": [""Adversaries may abuse command and script interpreters to execute commands, scripts, or binaries."",  ""Environment variables can be abused to execute malicious code by adversaries.""],\n    ""Explanation"": ""The rule looks for the \'() {}\' pattern, which is a technique used to inject code into Bash scripts by abusing environment variables. This relates to the use of command and scripting interpreters like Bash to execute malicious code.""\n  }\n]', type='text')]","['T1190', 'T1059']",['TA0001'],"['TA0002', 'TA0001']"
37313,"[TextBlock(text='[\n  {\n    ""sid"": ""37313"",\n    ""Technique ID"": ""T1048"",\n    ""Technique name"": ""Exfiltration Over Alternative Protocol"",\n    ""Quotes"": [""Adversaries may use an alternate protocol to bypass data transfer restrictions enforced by network prevention systems or avoid data transfer being detected by network monitoring devices.""],\n    ""Explanation"": ""This rule detects attempts to exfiltrate data by abusing the SMTP protocol and using external entity references to retrieve data from remote systems. This aligns with the technique of using an alternative protocol (SMTP) for data exfiltration.""\n  },\n  {\n    ""sid"": ""37313"", \n    ""Technique ID"": ""T1213"",\n    ""Technique name"": ""Data from Information Repositories"",\n    ""Quotes"": [""Adversaries may obtain data from shared information repositories on networks to gain knowledge about adversary environments.""],\n    ""Explanation"": ""The rule looks for patterns indicative of attempts to retrieve data from remote systems using external entity references, which could be used to access information repositories on the network.""\n  }\n]', type='text')]","['T1048', 'T1213']",['TA0010'],"['TA0009', 'TA0010']"
61160,"[TextBlock(text='[\n  {\n    ""sid"": ""61160"",\n    ""Technique ID"": ""T1505"",\n    ""Technique name"": ""Server Software Component"",\n    ""Quotes"": [""Adversaries may abuse legitimate server software components through payload execution or exploitation of vulnerabilities in web services.""],\n    ""Explanation"": ""This rule detects outbound connections from a JSP web shell, which is a malicious server software component used by adversaries to gain remote access and control over a compromised system.""\n  },\n  {\n    ""sid"": ""61160"", \n    ""Technique ID"": ""T1071"",\n    ""Technique name"": ""Application Layer Protocol"",\n    ""Quotes"": [""Adversaries may use an application layer protocol for communication between host and C2 server or among nodes within a service.""],\n    ""Explanation"": ""The rule looks for outbound HTTP traffic containing indicators of a JSP web shell, suggesting the use of the HTTP application layer protocol for command and control communication.""\n  }\n]', type='text')]","['T1505', 'T1071']",['TA0003'],"['TA0003', 'TA0011']"
14075,"[TextBlock(text='[\n  {\n    ""sid"": ""14075"",\n    ""Technique ID"": ""T1056"",\n    ""Technique name"": ""Input Capture"",\n    ""Quotes"": [""Input Capture techniques involve intercepting and capturing user input data, such as keystrokes, to obtain sensitive information.""],\n    ""Explanation"": ""This rule detects activity related to the \'Ultimate Keylogger Pro\' malware, which is designed to capture user input data like keystrokes, indicating the use of the Input Capture technique.""\n  },\n  {\n    ""sid"": ""14075"", \n    ""Technique ID"": ""T1071"",\n    ""Technique name"": ""Application Layer Protocol"",\n    ""Quotes"": [""Adversaries may use an application layer protocol for communication between host and C2 server or among hosts within a network.""],\n    ""Explanation"": ""The rule looks for SMTP traffic containing specific strings related to the keylogger malware, suggesting the use of the Application Layer Protocol technique for command and control communication or data exfiltration.""\n  }\n]', type='text')]","['T1056', 'T1071']","['TA0006', 'TA0009']","['TA0006', 'TA0011', 'TA0009']"
39930,"[TextBlock(text='[\n  {\n    ""sid"": ""39930"",\n    ""Technique ID"": ""T1190"",\n    ""Technique name"": ""Exploit Public-Facing Application"",\n    ""Quotes"": [""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network.""],\n    ""Explanation"": ""This rule detects an attempt to exploit a vulnerability in a Siemens IP camera to disclose administrative credentials, which is a form of exploiting a public-facing application.""\n  },\n  {\n    ""sid"": ""39930"", \n    ""Technique ID"": ""T1552"",\n    ""Technique name"": ""Unsecured Credentials"",\n    ""Quotes"": [""Adversaries may attempt to exploit unsecured credentials to gain initial access or elevate privileges within an environment.""],\n    ""Explanation"": ""The rule is specifically looking for attempts to disclose administrative credentials (ADMINID) for the Siemens IP camera, which falls under the unsecured credentials technique.""\n  }\n]', type='text')]","['T1190', 'T1552']",['TA0006'],"['TA0006', 'TA0001']"
29918,"[TextBlock(text='[\n  {\n    ""sid"": ""29918"",\n    ""Technique ID"": ""T1056"",\n    ""Technique name"": ""Input Capture"",\n    ""Quotes"": [""Input Capture techniques involve intercepting and capturing user input data, such as keystrokes, to obtain sensitive information.""],\n    ""Explanation"": ""This rule detects activity related to the Win.Keylogger.Vacky malware, which is designed to capture user input data like keystrokes, indicating the use of the Input Capture technique.""\n  },\n  {\n    ""sid"": ""29918"", \n    ""Technique ID"": ""T1020"",\n    ""Technique name"": ""Data Obfuscation"",\n    ""Quotes"": [""Adversaries may use obfuscation to make data or telemetry difficult to process or understand.""],\n    ""Explanation"": ""The rule looks for specific obfuscated data patterns in network traffic, which could be an indication of the Data Obfuscation technique being used by the malware to hide its communications or data.""\n  }\n]', type='text')]","['T1056', 'T1020']","['TA0006', 'TA0009']","['TA0006', 'TA0009', 'TA0010']"
37379,"[TextBlock(text='[\n  {\n    ""sid"": ""37379"",\n    ""Technique ID"": ""T1078"",\n    ""Technique name"": ""Valid Accounts"",\n    ""Quotes"": [""Adversaries may attempt to log in to an existing account using valid credentials.""],\n    ""Explanation"": ""This rule detects login attempts using the default \'admin:bintec\' credentials for BinTec Elmeg devices, which falls under the Valid Accounts technique where adversaries leverage default or well-known credentials to gain initial access.""\n  },\n  {\n    ""sid"": ""37379"", \n    ""Technique ID"": ""T1190"",\n    ""Technique name"": ""Exploit Public-Facing Application"",\n    ""Quotes"": [""Adversaries may attempt to take advantage of a weakness in an Internet-facing computer or program to gain initial access to a system.""],\n    ""Explanation"": ""This rule is looking for attempts to exploit the BinTec Elmeg web application by using default credentials, which is a common way to gain unauthorized access to public-facing applications.""\n  }\n]', type='text')]","['T1078', 'T1190']","['TA0005', 'TA0001', 'TA0004', 'TA0003']","['TA0005', 'TA0001', 'TA0004', 'TA0003']"
23612,"[TextBlock(text='[\n  {\n    ""sid"": ""23612"",\n    ""Technique ID"": ""T1059"",\n    ""Technique name"": ""Command and Scripting Interpreter"",\n    ""Quotes"": [""Adversaries may abuse command and script interpreters to execute commands, scripts, or binaries.""],\n    ""Explanation"": ""This rule detects attempts to embed JavaScript code within a PDF file, which could be used to execute malicious code on the victim\'s system when the PDF is opened. This relates to the Command and Scripting Interpreter technique, where adversaries abuse scripting languages like JavaScript to execute malicious commands.""\n  },\n  {\n    ""sid"": ""23612"", \n    ""Technique ID"": ""T1204"",\n    ""Technique name"": ""User Execution"",\n    ""Quotes"": [""An adversary may rely on a user to execute malicious code by convincing the user to execute hosted code on a trusted third-party website that contains a payload.""],\n    ""Explanation"": ""This rule is looking for signs of malicious JavaScript code embedded in a PDF file. If a user opens the PDF, the malicious code could be executed, which aligns with the User Execution technique where adversaries rely on users to execute malicious code.""\n  }\n]', type='text')]","['T1059', 'T1204']",['TA0005'],['TA0002']
