Sid,Response,Technique_id,True_labels
30516,"{
     ""Sid"": ""30516"",
     ""Technique ID"": ""T1190"",
     ""Technique Name"": ""Exploit Public-Facing Application"",
     ""Quotes"": ""The adversary is trying to exploit a public-facing application to execute code"",
     ""Explanation"": ""The Snort rule indicates detection of a potential SSL Heartbleed attack, exploiting vulnerabilities in OpenSSL, a library used by public-facing applications to secure communications. The rule monitors for unusually large heartbeat responses, typical of Heartbleed attempts, aiming to exploit these vulnerabilities to compromise the server, typically to extract sensitive data or execute arbitrary code.""
 }",['T1190'],['T1123']
26803,"{
   ""Sid"": ""26803"",
   ""Technique ID"": ""T1048"",
   ""Technique Name"": ""Exfiltration Over Alternative Protocol"",
   ""Quotes"": ""Adversaries may exfiltrate data over a different protocol than the command and control channel."",
   ""Explanation"": ""The rule detects a DNS data exfiltration attempt wherein data is being sent to an external network over DNS (UDP port 53), which is an alternative protocol commonly used for resolving domain names rather than data transfer. This matches the description of Exfiltration Over Alternative Protocol.""
 }",['T1048'],['T1020']
33566,"{
   ""Sid"": ""33566"",
   ""Technique ID"": ""T1203"",
   ""Technique Name"": ""Exploitation for Client Execution"",
   ""Quotes"": ""Adversaries may exploit software vulnerabilities in client applications to execute code."",
   ""Explanation"": ""The Snort rule indicates an attempt to exploit a heap overflow vulnerability in Mozilla Firefox during XSL parsing. This aligns with the MITRE ATT&CK technique 'Exploitation for Client Execution' as it describes adversaries exploiting software vulnerabilities to execute arbitrary code on the client's machine.""
 }",['T1203'],['T1220']
25579,"{
   ""Sid"": ""25579"",
   ""Technique ID"": ""T1566.001"",
   ""Technique Name"": ""Phishing: Spearphishing Attachment"",
   ""Quotes"": ""Adversaries may send spearphishing emails with a malicious attachment to gain access to victim systems."",
   ""Explanation"": ""This rule is designed to detect a phishing attack by identifying HTTP responses with specific characteristics indicative of a spearphishing attempt. The mention of a malicious 'BookingInfo.exe' file attached in the email aligns with the technique of sending spearphishing emails that include attachments intended to deceive the recipient and prompt them to execute the malicious payload.""
 }",['T1566.001'],['T1566']
24705,"{
   ""Sid"": ""24705"",
   ""Technique ID"": ""T1505"",
   ""Technique Name"": ""Server Software Component"",
   ""Quotes"": ""Adversaries may abuse legitimate extensible markup language (XML) or JavaScript functions as a means of concealing malicious payloads embedded within a SOAP message."",
   ""Explanation"": ""The alert specifies an SQL injection attempt via a SOAP request to the Management.asmx web service. SQL injection is a common technique where adversaries manipulate server software components like web services, hence this mapping.""
 }",['T1505'],['T1190']
13237,"{
     ""Sid"": ""13237"",
     ""Technique ID"": ""T1056"",
     ""Technique Name"": ""Input Capture"",
     ""Quotes"": ""Input capture techniques are used by adversaries to log user input. Keylogging is a common input capture technique used by malware."",
     ""Explanation"": ""The Snort rule detects a specific keylogger, indicating the capture of user input. The use of a keylogger falls under the category of input capture, as it typically logs keystrokes, which can include sensitive information.""
 }",['T1056'],['T1056']
32104,"{
     ""Sid"": ""32104"",
     ""Technique ID"": ""T1203"",
     ""Technique Name"": ""Exploitation for Client Execution"",
     ""Quotes"": ""Adversaries may exploit software vulnerabilities in client applications to execute arbitrary code."",
     ""Explanation"": ""This Snort IDS rule detects an attempt to exploit an Oracle WebCenter Content ActiveX control which could lead to arbitrary code execution on the client machine. The detection focuses on network-based signatures associated with specific HTTP requests that manipulate the ActiveX control named 'CheckOutAndOpen.Control' potentially exploiting vulnerabilities to execute malicious code.""
 }",['T1203'],['T1218']
17386,"{
   ""Sid"": ""17386"",
   ""Technique ID"": ""T1190"",
   ""Technique Name"": ""Exploit Public-Facing Application"",
   ""Quotes"": ""Adversaries may exploit software vulnerabilities in internet-facing applications to gain initial access to a network."",
   ""Explanation"": ""The Snort rule detects attempts to exploit a vulnerability in the Lighttpd mod_fastcgi, indicating targeting of a public-facing application. This maps directly to T1190 as the exploitation could be used to facilitate unauthorized access or further attacks.""
 }",['T1190'],['T1087']
17386,"{
   ""Sid"": 21318,
   ""Technique ID"": ""T1071.001"",
   ""Technique Name"": ""Application Layer Protocol: Web Protocols"",
   ""Quotes"": ""Adversaries may communicate using application layer protocols to avoid detection/network filtering by blending in with existing traffic. Commands to the implant can be embedded in the protocol headers."",
   ""Explanation"": ""The IDS rule is designed to detect outbound HTTP traffic commonly used by malware for command and control communication, such as the specified Trojan communication. HTTP, being an application layer protocol, is typically targeted by attackers to blend malicious traffic with normal traffic, exploiting HTTP headers and methods.""
 }",['T1071.001'],['T1001']
60338,"{
   ""Sid"": ""60338"",
   ""Technique ID"": ""T1505"",
   ""Technique Name"": ""Server Software Component"",
   ""Quotes"": ""\""The adversary is trying to manipulate server software to achieve execution.\"""",
   ""Explanation"": ""The rule detects an outbound connection attempt from a PHP webshell, which often involves manipulation or implantation of malicious server software components. The content and behavior indicated are consistent with techniques that modify server components for execution and control.""
 }",['T1505'],['T1505']
49540,"{
   ""Sid"": ""49540"",
   ""Technique ID"": ""T1484"",
   ""Technique Name"": ""Domain Policy Modification"",
   ""Quotes"": ""T1484 Domain Policy Modification: Adversaries may modify domain policies that could affect processes within all domain accounts."",
   ""Explanation"": ""The Snort rule is designed to detect attempts to change the default role to 'administrator' in a WordPress system, which could be part of a broader strategy to gain elevated privileges or alter the domain's security policy. This aligns with T1484, as modifying domain policies, such as user roles, can impact security controls across a network.""
 }","['T1484', 'T1484']",['T1190']
58912,"{
   ""Sid"": ""58912"",
   ""Technique ID"": ""T1505"",
   ""Technique Name"": ""Server Software Component"",
   ""Quotes"": ""adversaries may abuse legitimate extensible development features of servers to establish persistent access to systems"",
   ""Explanation"": ""The rule detects a PHP webshell upload attempt. PHP webshells, which are often uploaded to web servers, can be used by adversaries to gain and maintain access on a compromised web server. The reference to PHP and passthru in the rule's 'content' sections correlates with the exploitation of server software or features to implant webshells.""
 }",['T1505'],['T1505']
31978,"{
   ""Sid"": ""31978"",
   ""Technique ID"": ""T1190"",
   ""Technique Name"": ""Exploit Public-Facing Application"",
   ""Quotes"": ""The adversary is trying to exploit a vulnerability in an Internet-facing computer or program to gain access"",
   ""Explanation"": ""The Snort IDS rule is designed to detect attempts to exploit a vulnerability in Bash via CGI scripts using environment variable injections. This matches the 'Exploit Public-Facing Application' technique, as it typically involves the exploitation of vulnerabilities in public-facing applications to execute arbitrary code.""
 }",['T1190'],['T1190']
37313,"{
   ""Sid"": ""37313"",
   ""Technique ID"": ""T1190"",
   ""Technique Name"": ""Exploit Public-Facing Application"",
   ""Quotes"": ""The rule attempts to identify an exploitation attempt on an application interface (SMTP) by detecting patterns that are typical of XML External Entity (XXE) attacks."",
   ""Explanation"": ""The rule looks for evidence of specific string patterns transferred over SMTP, which indicates an attempt at XML External Entity (XXE) injection. An XXE attack targets public-facing applications that parse XML input. This fits into the 'Exploit Public-Facing Application' technique as it describes exploiting flaws in Internet-facing software to gain initial access or execute code.""
 }",['T1190'],['T1020']
61160,"{
   ""Sid"": ""61160"",
   ""Technique ID"": ""T1505"",
   ""Technique Name"": ""Server Software Component"",
   ""Quotes"": ""Actors may upload malicious web shells to a web server that can be used to control the server or move laterally to the internal network."",
   ""Explanation"": ""This rule detects outbound connections likely originating from a JSP-based web shell (JspWebShell), which suggests unauthorized command and control activity typically associated with a compromised server component.""
 }",['T1505'],['T1505']
14075,"{
   ""Sid"": ""14075"",
   ""Technique ID"": ""T1056"",
   ""Technique Name"": ""Input Capture"",
   ""Quotes"": """",
   ""Explanation"": ""The rule detects activity related to a keylogger, specifically identifying traffic that contains reports from 'Ultimate Keylogger'. Keyloggers are tools used to capture input from devices, aligning directly with the MITRE ATT&CK technique for Input Capture. This technique explicitly includes keylogging as a common behavior.""  
 }",['T1056'],['T1056']
39930,"{
   ""Sid"": ""39930"",
   ""Technique ID"": ""T1190"",
   ""Technique Name"": ""Exploit Public-Facing Application"",
   ""Quotes"": ""The external network attempts to exploit a vulnerability in Siemens IP-Camera by using a known CGI script to disclose credentials."",
   ""Explanation"": ""The rule detects an attempt to exploit a public-facing application (Siemens IP-Camera). Exploit is attempted via specific HTTP requests to the /cgi-bin/readfile.cgi with parameters aimed at disclosing admin credentials. This correlates with the T1190 technique where public-facing applications are targeted to gain unauthorized access.""
 }",['T1190'],['T1003']
49789,"{
   ""Sid"": ""49789"",
   ""Technique ID"": ""T1071.001"",
   ""Technique Name"": ""Application Layer Protocol: Web Protocols"",
   ""Quotes"": ""Adversaries may communicate using application layer protocols to avoid detection/network filtering by blending in with existing traffic."",
   ""Explanation"": ""The rule detects the use of HTTP for command and control communication of a Trojan, specifically signaling the use of the HTTP protocol (http_uri, http_header) for outbound connections to a server, which aligns with the use of web protocols to disguise malicious traffic.""
 }",['T1071.001'],['T1043']
29918,"{
   ""Sid"": ""29918"",
   ""Technique ID"": ""T1056"",
   ""Technique Name"": ""Input Capture"",
   ""Quotes"": ""Collects sensitive information through various forms, especially keystrokes."",
   ""Explanation"": ""The Snort rule is designed to detect activity related to the 'Win.Keylogger.Vacky', which implies capturing keystrokes or other input data. The presence of a keylogger aligns with the Input Capture technique, where adversaries use methods to capture input from users, such as keylogging for credentials or other sensitive information theft.""
 }",['T1056'],['T1056']
37379,"{
     ""Sid"": ""37379"",
     ""Technique ID"": ""T1078"",
     ""Technique Name"": ""Valid Accounts"",
     ""Quotes"": ""\""Adversaries may obtain and abuse credentials of existing accounts as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion.\"""",
     ""Explanation"": ""The Snort rule is designed to detect login attempts using default or commonly used credentials, which is a method attackers use to gain initial access to systems by exploiting valid account credentials. The MITRE ATT&CK technique 'Valid Accounts' directly corresponds to this tactic, as it involves the use of legitimate credentials to gain access.""
 }",['T1078'],['T1078']
23612,"{
   ""Sid"": ""23612"",
   ""Technique ID"": ""T1203"",
   ""Technique Name"": ""Exploitation for Client Execution"",
   ""Quotes"": ""Adversaries may exploit software vulnerabilities in client applications to execute code."",
   ""Explanation"": ""The rule detects a PDF file attempting to use JavaScript embedded within an XML template, which is a method often used for exploiting vulnerabilities in PDF viewers to execute malicious code. This aligns with the 'Exploitation for Client Execution' technique, where client software vulnerabilities are exploited to execute adversary-controlled code.""
 }",['T1203'],['T1027']
57462,"{
   ""Sid"": ""57462"",
   ""Technique ID"": ""T1505"",
   ""Technique Name"": ""Server Software Component"",
   ""Quotes"": ""Adversaries may modify server software artifacts to establish persistence and/or escalate privileges to the level of the applications owner."",
   ""Explanation"": ""The rule detects access to a Perl-based webshell, which indicates modification or addition of server software components to facilitate persistent access and control over the server.""
 }",['T1505'],['T1071']
59259,"[
     {
         ""Sid"": ""59259"",
         ""Technique ID"": ""T1505"",
         ""Technique Name"": ""Server Software Component"",
         ""Quotes"": ""Adversaries may backdoor web servers with malicious software to establish persistent access to systems."",
         ""Explanation"": ""The Snort rule detects an inbound connection attempt using a PHP webshell, indicating modification of a server's web components to insert or leverage backdoor access.""
     },
     {
         ""Sid"": ""59259"",
         ""Technique ID"": ""T1190"",
         ""Technique Name"": ""Exploit Public-Facing Application"",
         ""Quotes"": ""Exploit public-facing applications to gain access to an organization's external-facing systems."",
         ""Explanation"": ""The rule specifically focuses on monitoring HTTP connections to web applications, aligning with exploitation of public-facing applications to gain initial entries, as seen in the attempt to use PHP parameters in URLs.""
     },
     {
         ""Sid"": ""59259"",
         ""Technique ID"": ""T1100"",
         ""Technique Name"": ""Web Shell"",
         ""Quotes"": ""Web shells can be used by adversaries to execute commands and to steal information from an external system, an example being a web server such as Apache HTTP Server."",
         ""Explanation"": ""The rule looks for specific PHP webshell patterns in HTTP requests, directly indicating command and control behavior via web shell usage on compromised web servers.""
     }
 ]","['T1505', 'T1190', 'T1100']",['T1505']
38387,"{
   ""Sid"": ""38387"",
   ""Technique ID"": ""T1056"",
   ""Technique Name"": ""Input Capture"",
   ""Quotes"": ""The rule specifies 'STOR Screenshot from', which indicates capturing screenshots."",
   ""Explanation"": ""The specified Snort rule seems to be detecting an outbound FTP connection that relates to a Trojan which captures and possibly sends screenshots to an external server via FTP. This aligns directly with MITRE's T1056 technique, which includes capturing input data such as keystrokes and screen captures, commonly used in espionage or information gathering.""
 }",['T1056'],['T1056']
38249,"{
   ""Sid"": ""38249"",
   ""Technique ID"": ""T1078"",
   ""Technique Name"": ""Valid Accounts"",
   ""Quotes"": ""Adversaries may obtain and abuse credentials of existing accounts as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion."",
   ""Explanation"": ""The Snort rule is designed to detect default password login attempts to a Samsung Data Manager web application. This relates directly to the MITRE ATT&CK technique of using valid accounts where adversaries could use default or commonly used credentials to gain unauthorized access.""
 }",['T1078'],['T1078']
38890,"{
   ""Sid"": ""38890"",
   ""Technique ID"": ""T1020"",
   ""Technique Name"": ""Automated Exfiltration"",
   ""Quotes"": ""Data, such as sensitive documents, may be exfiltrated through the use of automated processes."",
   ""Explanation"": ""The rule is designed to detect exfiltration attempts by malware. The presence of '.php?fname=Hawkeye_Keylogger' and '&data=' in the HTTP URI indicates an automated process to send collected data to a control server, aligning with the Automated Exfiltration technique where data is sent automatically without user intervention.""
 },
 {
   ""Sid"": ""38890"",
   ""Technique ID"": ""T1056"",
   ""Technique Name"": ""Input Capture"",
   ""Quotes"": ""Keylogging is a common feature of malware that targets credentials to support follow-on behaviors such as Network Sniffing, Lateral Movement, and Collection."",
   ""Explanation"": ""The mention of 'Hawkeye_Keylogger' suggests that the malware is capable of capturing user inputs, likely including keystrokes. This aligns with the Input Capture technique where collecting inputs from users is used, and in this case, it appears connected to the operation of a keylogger as suggested by the rule.""
 }","['T1020', 'T1056']",['T1020']
35317,"{
   ""Sid"": ""35317"",
   ""Technique ID"": ""T1071"",
   ""Technique Name"": ""Application Layer Protocol"",
   ""Quotes"": ""Standard application layer protocols such as HTTP, HTTPS, FTP, and SMTP can be used in command and control."",
   ""Explanation"": ""The specified Snort IDS rule detects a trojan utilizing HTTP for communication. The usage of HTTP and patterns such as certain HTTP URIs and headers indicate manipulation of application layer protocols to establish command and control communication.""
 }",['T1071'],['T1176']
26639,"{
   ""Sid"": ""26639"",
   ""Technique ID"": ""T1553.002"",
   ""Technique Name"": ""Subvert Trust Controls: Code Signing"",
   ""Quotes"": ""An adversary may abuse code signing to gain an execution vector or trust through Active Content such as scripts, macros, or other executables that rely on signatures such as XML."",
   ""Explanation"": ""The Snort rule specifically targets a potential exploit involving the manipulation of XML digital signatures within Microsoft Internet Explorer. This aligns with the MITRE ATT&CK technique of Code Signing because the rule is designed to detect alterations in the canonicalization method or digest value within the XML, which are critical components in maintaining the integrity of signed code. This is relevant because tampering with digital signatures can be used to make malware appear as if it is signed by a valid source, thus bypassing security controls that trust signed code.""
 }",['T1553.002'],['T1220']
26639,"{
   ""Sid"": 2230,
   ""Technique ID"": ""T1078"",
   ""Technique Name"": ""Valid Accounts"",
   ""Quotes"": ""Adversaries may obtain and abuse credentials of existing accounts as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion."",
   ""Explanation"": ""This Snort rule detects a login attempt using a default Netgear router password, which indicates the use of known credentials to gain unauthorized access, aligning with the Valid Accounts technique where adversaries use legitimate credentials to maintain access.""
 }",['T1078'],['T1078']
26639,"{
   ""Sid"": 12134,
   ""Technique ID"": ""T1056"",
   ""Technique Name"": ""Input Capture"",
   ""Quotes"": ""The technique covers methods to 'capture user input,' including Keylogging."",
   ""Explanation"": ""The Snort rule is designed to detect the activity of a specific keylogger, RemoteKeyLog.b, by identifying its attempt to open a URL, indicative of exfiltrating captured keystrokes to a remote server. Keyloggers fall directly under the Input Capture technique as they involve capturing user inputs, specifically keystrokes.""
 }",['T1056'],['T1056']
59051,"{
   ""Sid"": ""59051"",
   ""Technique ID"": ""T1505"",
   ""Technique Name"": ""Server Software Component"",
   ""Quotes"": ""Adversaries may backdoor server software binaries to establish persistent access to systems."",
   ""Explanation"": ""The Snort rule alerts on a PHP webshell upload attempt, which involves modifying server software to include malicious components. This is related to server software component manipulation, where adversaries could inject webshells to gain persistence and execute commands.""
 }",['T1505'],['T1505']
20618,"{
   ""Sid"": ""20618"",
   ""Technique ID"": ""T1212"",
   ""Technique Name"": ""Exploitation for Credential Access"",
   ""Quotes"": ""technique that involves using software, data, or commands to take advantage of a weakness in an application or system, with the goal of stealing credentials stored or processed by the application"",
   ""Explanation"": ""This Snort IDS rule detects an attempt to exploit a vulnerability in the Sage SalesLogix database to disclose database credentials. The content match conditions are specifically looking for patterns suggesting the exploitation of the database application, which closely aligns with the MITRE ATT&CK technique 'Exploitation for Credential Access'. This technique involves leveraging vulnerabilities to steal credentials, which is consistent with the behavior this rule is designed to detect.""
 }",['T1212'],['T1003']
47846,"{
     ""Sid"": ""47846"",
     ""Technique ID"": ""T1059.001"",
     ""Technique Name"": ""Command and Scripting Interpreter: PowerShell"",
     ""Quotes"": ""The rule detects the use of PowerShell commands in network traffic, indicative of command execution via PowerShell."",
     ""Explanation"": ""This technique is selected because the Snort IDS rule specifically looks for patterns in the data suggesting the execution of PowerShell commands, a common method for executing scripts or commands on a system to perform various tasks, often used maliciously in this context.""
 }",['T1059.001'],['T1059']
28349,"{
   ""Sid"": ""28349"",
   ""Technique ID"": ""T1203"",
   ""Technique Name"": ""Exploitation for Client Execution"",
   ""Quotes"": ""Adversaries may exploit software vulnerabilities in client applications to execute code."",
   ""Explanation"": ""The Snort rule is designed to detect access to a specific CLSID, which might be indicative of an attempt to exploit a vulnerability in Microsoft Windows WMI administrative tools via an ActiveX control. This correlates with a scenario where an attacker exploits a software vulnerability to execute arbitrary code on a client application.""
 }",['T1203'],['T1047']
6190,"{
   ""Sid"": ""6190"",
   ""Technique ID"": ""T1056"",
   ""Technique Name"": ""Input Capture"",
   ""Quotes"": ""Commonly, keyloggers input information can be found being exfiltrated over common Network Protocols, similar to the described rule's SMTP traffic for potential exfiltration."",
   ""Explanation"": ""This rule detects activities associated with a known keylogger 'eBlaster 5.0', capturing keystrokes and possibly other input data, then likely transmitting this data over SMTP. MITRE's Input Capture technique aligns closely as it details capturing user input, a prime functionality of keyloggers.""
 }",['T1056'],['T1056']
60451,"{
   ""Sid"": ""60451"",
   ""Technique ID"": ""T1505"",
   ""Technique Name"": ""Server Software Component"",
   ""Quotes"": ""\""Server Software Component\"" maintains or alters the existing software on a server to enable adversary goals."",
   ""Explanation"": ""The rule detects attempts to create or modify a directory on a web server via HTTP, which aligns with manipulating server software components to achieve adversarial goals, such as establishing persistence or facilitating further attacks.""
 }",['T1505'],['T1505']
37383,"{
   ""Sid"": ""37383"",
   ""Technique ID"": ""T1078"",
   ""Technique Name"": ""Valid Accounts"",
   ""Quotes"": ""Adversaries may obtain and abuse credentials of existing accounts as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion."",
   ""Explanation"": ""This Snort rule detects attempts to log in using default credentials, indicating an attempt to leverage existing account information (possibly default or weak credentials). This directly aligns with the MITRE ATT&CK's description of the 'Valid Accounts' technique, which encompasses the abuse of default credentials to gain unauthorized access.""
 }",['T1078'],['T1078']
17265,"{
   ""Sid"": ""17265"",
   ""Technique ID"": ""T1553.004"",
   ""Technique Name"": ""Subvert Trust Controls: Install Root Certificate"",
   ""Quotes"": ""attackers may attempt to install their own root certificates on a system to establish trust for malicious operations"",
   ""Explanation"": ""The Snort IDS rule involves Firefox plugin manipulation to bypass access controls, likely aiming to introduce or modify a process such as creating unique filesystem objects potentially related to malicious certificates. This technique fits where adversaries might subvert trust controls through such manipulations to establish trust for fraudulent activities.""
 }",['T1553.004'],['T1176']
41817,"{
   ""Sid"": ""41817"",
   ""Technique ID"": ""T1505"",
   ""Technique Name"": ""Server Software Component"",
   ""Quotes"": ""\""Third-party software components that are used within internal organization applications are also targets for adversaries attempting to take advantage of security weaknesses in widely used components.\"""",
   ""Explanation"": ""The rule is designed to detect SQL injection, which often targets software components in web applications by exploiting SQL vulnerabilities to execute unauthorized commands or access data. This aligns with the description of targeting server software components in an attempt to exploit their vulnerabilities.""
 }",['T1505'],['T1190']
30510,"{
   ""Sid"": ""30510"",
   ""Technique ID"": ""T1190"",
   ""Technique Name"": ""Exploit Public-Facing Application"",
   ""Quotes"": ""Exploits public-facing applications to cause a denial of service or execute arbitrary code."",
   ""Explanation"": ""The Snort rule detects attempts of SSLv3 heartbeat read overrun, which is commonly associated with the Heartbleed bug exploited in SSL/TLS public-facing applications. This bug allows attackers to read memory of the server or client, which aligns with exploitation of public-facing applications to execute arbitrary actions, justified by exploiting the SSL service specified in the rule.""
 }",['T1190'],['T1005']
13642,"{
   ""Sid"": ""13642"",
   ""Technique ID"": ""T1056"",
   ""Technique Name"": ""Input Capture"",
   ""Quotes"": ""The technique involves the use of keyloggers or similar tools to capture keystrokes, mouse clicks, and other input data."",
   ""Explanation"": ""The Snort rule identifies traffic related to 'Keylogger easy Keylogger runtime detection' which suggests it detects keylogging activity. Keyloggers are a common method used in the 'Input Capture' technique for gathering information innocuously from the input devices of users.""
 }",['T1056'],['T1056']
29615,"{
   ""Sid"": ""29615"",
   ""Technique ID"": ""T1071"",
   ""Technique Name"": ""Application Layer Protocol"",
   ""Quotes"": ""Use of application layer protocols like HTTP to communicate with command and control servers"",
   ""Explanation"": ""The Snort rule identifies outbound HTTP connections potentially used by malware, specifically reporting activity related to trojan keylogger, indicating command and control behavior typically over application layer protocols such as HTTP.""
 }",['T1071'],['T1056']
59023,"{
   ""Sid"": ""59023"",
   ""Technique ID"": ""T1505.003"",
   ""Technique Name"": ""Server Software Component: Web Shell"",
   ""Quotes"": ""Adversaries may backdoor web servers with web shells to establish persistent access to systems."",
   ""Explanation"": ""The Snort rule indicates detection of an outbound connection attempt by a PHP webshell named 'Antichat'. The content matching conditions within the rule are looking for specific markers of a webshell in the HTTP response, suggesting that the system might be compromised to serve malicious web content, typical of a web shell usage.""
 }",['T1505.003'],['T1505']
45470,"{
   ""Sid"": ""45470"",
   ""Technique ID"": ""T1190"",
   ""Technique Name"": ""Exploit Public-Facing Application"",
   ""Quotes"": ""The adversary is trying to exploit a public-facing application to execute code."",
   ""Explanation"": ""This Snort IDS rule detects attempts to download a particular file commonly associated with the SambaCry ransomware via HTTP, which typically targets vulnerabilities in public-facing applications. The URL path in the content field ('/kelly6666/sm.txt') and the associated message about a 'ransomware download attempt' suggest this is an attempt to exploit such an application to deliver malware.""
 }",['T1190'],['T1571']
