Sid,Response,Technique_id,True_labels,Predicted_labels
30516,"{
   ""Sid"": ""30516"",
   ""Technique ID"": ""T1190"",
   ""Technique Name"": ""Exploit Public-Facing Application"",
   ""Quotes"": ""The adversary is trying to exploit a public-facing application to execute arbitrary code."",
   ""Explanation"": ""The Snort IDS rule detects an attempted exploitation of the OpenSSL TLS v1.1 vulnerability known as Heartbleed, which affects public-facing applications using vulnerable OpenSSL versions for secure communication. This attack aims at retrieving sensitive data from the server's memory, usually affecting web servers, which aligns with the exploitation of public-facing applications.""
 }",['T1190'],['TA0009'],['TA0001']
26803,"{
   ""Sid"": ""26803"",
   ""Technique ID"": ""T1048"",
   ""Technique Name"": ""Exfiltration Over Alternative Protocol"",
   ""Quotes"": ""Exfiltration could include the use of protocols such as DNS or ICMP..."",
   ""Explanation"": ""The Snort rule describes detecting DNS traffic that may be involved in data exfiltration based on several specific byte patterns. This aligns with the 'Exfiltration Over Alternative Protocol' technique where DNS is used as a non-standard protocol for data exfiltration.""
 }",['T1048'],['TA0010'],['TA0010']
33566,"{
   ""Sid"": ""33566"",
   ""Technique ID"": ""T1203"",
   ""Technique Name"": ""Exploitation for Client Execution"",
   ""Quotes"": ""Adversaries may exploit software vulnerabilities in client applications to execute arbitrary code."",
   ""Explanation"": ""The Snort rule detects an attempt to exploit a heap overflow vulnerability in Mozilla Firefox during the parsing of XSL files. By exploiting this vulnerability, an attacker could execute arbitrary code on the client machine, which aligns with the MITRE ATT&CK technique of Exploitation for Client Execution.""
 }",['T1203'],['TA0005'],['TA0002']
25579,"{
   ""Sid"": ""25579"",
   ""Technique ID"": ""T1566.001"",
   ""Technique Name"": ""Phishing: Spearphishing Attachment"",
   ""Quotes"": ""Adversaries may attach malicious files to spearphishing emails that can be used to execute attacker code."",
   ""Explanation"": ""This Snort IDS rule is designed to detect HTTP responses that deliver a 'BookingInfo.zip' archive containing 'BookingInfo.exe', indicative of a spearphishing attempt with a malicious attachment aimed at executing code on the victim's system. The rule specifies the HTTP service and the detailed content match with a filename parameter designed to look legitimate but containing executable content, aligning well with a phishing approach employing deceptive files.""
 }",['T1566.001'],['TA0001'],['TA0001']
24705,"{
   ""Sid"": ""24705"",
   ""Technique ID"": ""T1505"",
   ""Technique Name"": ""Server Software Component"",
   ""Quotes"": ""Adversaries may abuse legitimate extensible components of servers to execute attacker-controlled code."",
   ""Explanation"": ""The rule detects a SQL injection attempt within a server web application which suggests that adversaries are abusing the web service interface to execute code or manipulate backend database, aligning with T1505 which involves exploitation of server software components.""
 }",['T1505'],['TA0001'],['TA0003']
13237,"{
   ""Sid"": ""13237"",
   ""Technique ID"": ""T1056"",
   ""Technique Name"": ""Input Capture"",
   ""Quotes"": ""Related to keyloggers as a means to capture input data."",
   ""Explanation"": ""The Snort rule describes the detection of a Keylogger activity, specifically referencing Keylogger 3.9.2, which aligns with the MITRE ATT&CK technique T1056, Input Capture, as keyloggers are one of the methods used to capture user inputs.""
 }",['T1056'],"['TA0006', 'TA0009']","['TA0006', 'TA0009']"
32104,"{
   ""Sid"": ""32104"",
   ""Technique ID"": ""T1203"",
   ""Technique Name"": ""Exploitation for Client Execution"",
   ""Quotes"": ""Technique T1203 involves exploiting vulnerabilities in software to execute code on a user's system."",
   ""Explanation"": ""The Snort rule describes an attempt to exploit an ActiveX control vulnerability in Oracle WebCenter's `CheckOutAndOpen.dll`, which can lead to remote code execution via specially crafted file executions, usually leveraging web technologies as specified in the rule by HTTP and FTP services. The rule uses key indicators like specific content patterns expected in the exploit and the nature of interaction (to_client, established) typical to client-side attacks.""
 }",['T1203'],['TA0005'],['TA0002']
17386,"{
   ""Sid"": ""17386"",
   ""Technique ID"": ""T1190"",
   ""Technique Name"": ""Exploit Public-Facing Application"",
   ""Quotes"": ""The adversaries may attempt to exploit a weakness in an Internet-facing computer or program to gain access."",
   ""Explanation"": ""The Snort rule describes an attempt to exploit the Lighttpd webserver's mod_fastcgi module vulnerability wherein CGI environment variables like SCRIPT_FILENAME can be manipulated to execute arbitrary commands or access files. This directly maps to exploiting public-facing applications, where the attacker targets exposed services to perform actions like unauthorized file access.""
 }",['T1190'],['TA0007'],['TA0001']
21318,"{
   ""Sid"": ""21318"",
   ""Technique ID"": ""T1071"",
   ""Technique Name"": ""Application Layer Protocol"",
   ""Quotes"": ""MITRE ATT&CK states that adversaries may communicate using application layer protocols to avoid detection/network filtering by blending in with existing traffic."",
   ""Explanation"": ""This technique is relevant because the Snort rule details an attempt by a trojan (FakeAV/TDSS) to make an outbound HTTP connection for command and control. The rule also checks for HTTP headers and method (GET), indicating the use of the HTTP protocol to blend malicious traffic with normal traffic, aligning with the Application Layer Protocol technique.""
 }",['T1071'],['TA0011'],['TA0011']
60338,"{
   ""Sid"": ""60338"",
   ""Technique ID"": ""T1505"",
   ""Technique Name"": ""Server Software Component"",
   ""Quotes"": ""Malware developed to run on servers can include features that allow the adversaries to extend their reach within the network."",
   ""Explanation"": ""The Snort rule detects outbound connections from typical server-side PHP web shells, suggesting manipulation or addition of malicious components on the server.""
 }",['T1505'],['TA0003'],['TA0003']
49540,"{
   ""Sid"": ""49540"",
   ""Technique ID"": ""T1606"",
   ""Technique Name"": ""Modify Cloud Compute Infrastructure"",
   ""Quotes"": ""Adversaries may change the configuration of cloud compute resources or configurations to assist in targeted goals within an environment."",
   ""Explanation"": ""This rule detects a configuration change attempt on a WordPress site, specifically altering default user roles to 'administrator'. Such changes can affect cloud environments hosting these services, aligning with the technique where adversaries modify cloud compute infrastructures to maintain persistence or escalate privileges.""
 }",['T1606'],['TA0001'],['TA0006']
58912,"{
   ""Sid"": ""58912"",
   ""Technique ID"": ""T1505"",
   ""Technique Name"": ""Server Software Component"",
   ""Quotes"": ""adversaries may plant and use a web shell on a server to execute arbitrary system commands, which are usually sent over HTTPS."",
   ""Explanation"": ""The Snort rule is designed to detect an upload attempt of a PHP web shell, which commonly uses the 'passthru' function to execute system commands. This aligns with the MITRE ATT&CK technique where adversaries use server software components such as web shells to maintain persistence and command execution capabilities on a web server.""
 }",['T1505'],['TA0003'],['TA0003']
31978,"{
   ""Sid"": ""31978"",
   ""Technique ID"": ""T1190"",
   ""Technique Name"": ""Exploit Public-Facing Application"",
   ""Quotes"": ""The adversary is trying to exploit a vulnerability in a public-facing application."",
   ""Explanation"": ""This Snort IDS rule is designed to detect attempts to exploit the Shellshock vulnerability in Bash via CGI scripts, which typically run on public-facing web servers. The rule specifically looks for the unique pattern '() {' that indicates the utilization of Bash function parsing to execute arbitrary commands, a method used in the Shellshock exploit. This technique aligns with MITRE's T1190 as it involves the exploitation of vulnerabilities in public-facing applications.""
 }",['T1190'],['TA0001'],['TA0001']
37313,"{
   ""Sid"": ""37313"",
   ""Technique ID"": ""T1222"",
   ""Technique Name"": ""File and Directory Permissions Modification"",
   ""Quotes"": ""An adversary may modify the permissions of files and directories to evade intended permissions or disrupt services. Adversaries may add or remove file/directory permissions to allow or prevent intended users from accessing resources."",
   ""Explanation"": ""The Snort rule aims at detecting an external entity attack attempting data exfiltration, which often involves modification of file or directory permissions to execute unauthorized actions. This mapping is relevant as it highlights methods that could be used to interfere with system operations to evade detection or impact availability, closely aligning with the rule's purpose of detecting such attempts over SMTP.""
 }",['T1222'],['TA0010'],['TA0005']
61160,"{
   ""Sid"": ""61160"",
   ""Technique ID"": ""T1505"",
   ""Technique Name"": ""Server Software Component"",
   ""Quotes"": ""<titleJspWebShell By </title"",
   ""Explanation"": ""The Snort IDS rule detects outbound connections potentially related to a JSP Webshell, identified by specific HTML title tags in the data stream. In MITRE ATT&CK, Technique T1505 pertains to the use of server software components to execute arbitrary code, which directly aligns with the function of web shells. Web shells are scripts or sets of scripts that enable remote administration, often used by attackers to persist on a compromised web server.""
 }",['T1505'],['TA0003'],['TA0003']
14075,"{
   ""Sid"": ""14075"",
   ""Technique ID"": ""T1056"",
   ""Technique Name"": ""Input Capture"",
   ""Quotes"": ""Use of keylogging or other methods to capture information related to the interests or intent of the user. This includes capturing keystrokes."",
   ""Explanation"": ""The Snort rule triggers on traffic related to 'Ultimate Keylogger', specifically mentioning 'Keylogger Report', which is indicative of the capture of user inputs or keystrokes. Since the rule detects keylogger activity, it aligns well with the MITRE ATT&CK technique T1056, Input Capture, which includes capturing keystrokes to gather information.""
 }",['T1056'],"['TA0006', 'TA0009']","['TA0006', 'TA0009']"
39930,"{
   ""Sid"": ""39930"",
   ""Technique ID"": ""T1212"",
   ""Technique Name"": ""Exploitation for Credential Access"",
   ""Quotes"": ""Adversaries may exploit software vulnerabilities to gain access to credentials."",
   ""Explanation"": ""The Snort rule describes an attempt to exploit a Siemens IP-Camera by accessing '/cgi-bin/readfile.cgi' with a query for 'ADMINID', likely to disclose administrator credentials. This activity aligns with the MITRE ATT&CK technique 'Exploitation for Credential Access' as it involves leveraging software vulnerabilities to obtain sensitive credential information.""
 }",['T1212'],['TA0006'],['TA0006']
29918,"{
   ""Sid"": ""29918"",
   ""Technique ID"": ""T1056"",
   ""Technique Name"": ""Input Capture"",
   ""Quotes"": ""System information disclosure via keylogging."",
   ""Explanation"": ""The Snort rule points to malware activity associated with keylogging (Win.Keylogger.Vacky), specifically designed to capture keystrokes to disclose system information. MITRE's T1056 Input Capture technique encompasses actions like keylogging to intercept and log user inputs, which aligns with the detected activity in the rule.""
 }",['T1056'],"['TA0006', 'TA0009']","['TA0006', 'TA0009']"
37379,"{
   ""Sid"": ""37379"",
   ""Technique ID"": ""T1110"",
   ""Technique Name"": ""Brute Force"",
   ""Quotes"": ""Adversaries may attempt to access accounts by using known username and incorrect password combinations."",
   ""Explanation"": ""The Snort rule identifies a login attempt over HTTP using a default password for BinTec Elmeg. This behavior matches the technique of trying to access a system using default credentials or attempting numerous password inputs, commonly referred to as a brute force attack. The rule's focus on authentication with an Authorization header and a specific user-agent string encoded in Base64 ('YWRtaW46YmludGVj' which decodes to 'admin:bintec') indicates an attempt to exploit default username/password combinations, directly aligning with MITRE's description of T1110.""
 }",['T1110'],"['TA0005', 'TA0001', 'TA0004', 'TA0003']",['TA0006']
37379,"{
   ""Sid"": 23612,
   ""Technique ID"": ""T1203"",
   ""Technique Name"": ""Exploitation for Client Execution"",
   ""Quotes"": ""Adversaries may exploit software vulnerabilities in client applications to execute code. Adversaries may target vulnerabilities in client applications to initially infect systems or further their goals."",
   ""Explanation"": ""The Snort rule is designed to detect when JavaScript is embedded within an XML template in a PDF file, a common method for exploiting PDF viewer vulnerabilities to execute arbitrary code on the client's machine. This rule matches MITRE ATT&CK technique T1203 because it involves the exploitation of a client-side application (like a PDF viewer) to achieve execution.""
 }",['T1203'],['TA0005'],['TA0002']
57462,"{
   ""Sid"": ""57462"",
   ""Technique ID"": ""T1505.003"",
   ""Technique Name"": ""Server Software Component: Web Shell"",
   ""Quotes"": ""Web shells can be used to leverage remote access and administration."",
   ""Explanation"": ""This Snort IDS rule triggers on specific content strings indicative of a Perl-based backdoor (STEADYPULSE) associated with web shell activity. Web shells are scripts placed on an already-compromised web server that are designed to execute commands remotely, allowing the attacker to manage the server from afar.""
 }",['T1505.003'],['TA0011'],['TA0003']
59259,"{
   ""Sid"": ""59259"",
   ""Technique ID"": ""T1505"",
   ""Technique Name"": ""Server Software Component"",
   ""Quotes"": ""Establishing a connection using a PHP web shell allows the adversary to run commands directly on a web server, often bypassing security measures."",
   ""Explanation"": ""The Snort rule detects attempts to use PHP for potential malicious purposes, such as accessing a web shell ('Php.Webshell.Bypass'). The technique involves executing arbitrary commands or scripts commonly used for remote control of a server, indicative of Server Software Component manipulation.""
 }",['T1505'],['TA0003'],['TA0003']
38387,"{
   ""Sid"": ""38387"",
   ""Technique ID"": ""T1056"",
   ""Technique Name"": ""Input Capture"",
   ""Quotes"": ""Input capture is when a user's input is captured by an adversary for use at a later time"",
   ""Explanation"": ""The mentioned Snort IDS rule detects a Trojan malware that potentially captures user input or continuous screen activity, as indicated by the name FTPKeyLogger and the reference to saving a screenshot via FTP in the payload. The mapped technique, 'Input Capture', encompasses such behavior.""
 }",['T1056'],"['TA0006', 'TA0009']","['TA0006', 'TA0009']"
38249,"{
   ""Sid"": ""38249"",
   ""Technique ID"": ""T1078"",
   ""Technique Name"": ""Valid Accounts"",
   ""Quotes"": ""Adversaries may obtain and abuse credentials of existing accounts as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion."",
   ""Explanation"": ""This Snort rule detects attempts to use a default password ('admin:1234' in base64 encoding) for logging into a Samsung Data Manager. This behavior is indicative of an adversary trying to use default credentials to gain access, as highlighted by the MITRE ATT&CK's Valid Accounts technique (T1078). This technique is relevant because it involves exploiting known credentials, potentially to gain initial access to a system or maintain persistence.""
 }",['T1078'],"['TA0005', 'TA0001', 'TA0004', 'TA0003']","['TA0005', 'TA0001', 'TA0004', 'TA0003']"
38890,"{
   ""Sid"": ""38890"",
   ""Technique ID"": ""T1020"",
   ""Technique Name"": ""Automated Exfiltration"",
   ""Quotes"": ""Data exfiltration is performed without user interaction."",
   ""Explanation"": ""This technique is relevant because the rule detects an attempt to automate the exfiltration of data to a command and control server via a web service, as indicated by the `.php?fname=Hawkeye_Keylogger` in the URI, which is a common method for automated exfiltration.""
 }",['T1020'],['TA0010'],['TA0010']
35317,"{
   ""Sid"": ""35317"",
   ""Technique ID"": ""T1105"",
   ""Technique Name"": ""Ingress Tool Transfer"",
   ""Quotes"": ""Adversaries may transfer tools or other files from an external system into a compromised environment."",
   ""Explanation"": ""The rule is detecting outbound HTTP connections to a server, indicating an exchange of information that could be receiving updates or commands from a C2 server. The use of specific URI patterns suggests that the malware might be downloading additional components or tools, aligning with the 'Ingress Tool Transfer' technique.""
 }",['T1105'],['TA0003'],['TA0011']
26639,"
 {
   ""Sid"": ""26639"",
   ""Technique ID"": ""T1553.002"",
   ""Technique Name"": ""Subvert Trust Controls: Code Signing"",
   ""Quotes"": ""Adversaries may install code signing certificates to assist in establishing trust... may abuse code signing to sign malicious code, including malware or files used during an operation such as ZIP files and executables."",
   ""Explanation"": ""The rule detects activities related to tampering with XML digital signatures in Internet Explorer, which could involve alteration or misuse of code signatures. The technique is chosen because altering digital signatures subverts trust controls typically used to verify the integrity and origin of software or data, which is in line with 'Subvert Trust Controls: Code Signing' where adversaries might tamper with or fake digital signatures.""
 }
 ",['T1553.002'],['TA0005'],['TA0005']
26639,"{
   ""Sid"": 2230,
   ""Technique ID"": ""T1078"",
   ""Technique Name"": ""Valid Accounts"",
   ""Quotes"": ""\""Adversaries may obtain and abuse credentials of existing accounts as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion.\"""",
   ""Explanation"": ""The Snort rule is designed to detect attempts to access a NetGear router using the default username and password credentials (admin/password). This pertains to the MITRE ATT&CK technique 'Valid Accounts', as the rule involves monitoring for unauthorized access attempts using default or weak credentials which could lead to unauthorized control or elevated privileges within a network.""
 }",['T1078'],"['TA0005', 'TA0001', 'TA0004', 'TA0003']","['TA0005', 'TA0001', 'TA0004', 'TA0003']"
12134,"{
   ""Sid"": ""12134"",
   ""Technique ID"": ""T1056"",
   ""Technique Name"": ""Input Capture"",
   ""Quotes"": ""Keylogging represents a technique under 'Input Capture' that records the keys struck on a keyboard."",
   ""Explanation"": ""The rule is designed to detect traffic containing the signature of a keylogger (specifically 'remotekeylog.b'), which directly maps to the 'Input Capture' technique. The Snort rule mentions detecting the act of opening a URL by a keylogger, indicating capturing of user's input relating to URL entries typically used by malicious actors to collect credentials or other sensitive information.""
 }",['T1056'],"['TA0006', 'TA0009']","['TA0006', 'TA0009']"
59051,"{
   ""Sid"": ""59051"",
   ""Technique ID"": ""T1505.003"",
   ""Technique Name"": ""Server Software Component: Web Shell"",
   ""Quotes"": ""Web shells can be used to leverage unauthorized access and can be uploaded using other techniques such as supply chain compromise and valid accounts."",
   ""Explanation"": ""The Snort rule is designed to detect attempts to upload PHP web shells indicated by the specific PHP code patterns in the HTTP request to a server. The mapped technique, Web Shell, is a script that can be uploaded to a web server to enable remote administration of the machine. Given this rule targets detection of such behavior, it confirms the activity associated with the MITRE technique of a server software component exploit using web shells.""
 }",['T1505.003'],['TA0003'],['TA0003']
20618,"{
   ""Sid"": ""20618"",
   ""Technique ID"": ""T1212"",
   ""Technique Name"": ""Exploitation for Credential Access"",
   ""Quotes"": ""Exploitation of a software vulnerability to steal credentials"",
   ""Explanation"": ""The rule captures attempts to disclose database credentials through exploiting vulnerabilities in the Sage SalesLogix server. By searching for specific byte patterns that indicate an exploitation attempt, it aligns well with 'Exploitation for Credential Access' where adversaries exploit software vulnerabilities to access credentials.""
 }",['T1212'],['TA0006'],['TA0006']
47846,"{
   ""Sid"": ""47846"",
   ""Technique ID"": ""T1059.001"",
   ""Technique Name"": ""Command and Scripting Interpreter: PowerShell"",
   ""Quotes"": ""The rule detects the use of PowerShell which attackers use to execute scripts or commands to carry out various actions, including but not limited to file manipulation, file transfer, and code execution."",
   ""Explanation"": ""The Snort rule identifies instances where PowerShell is invoked as part of malicious activity, commonly seen in the context of Command and Scripting Interpreter technique under MITRE ATT&CK. The rule searches for PowerShell command patterns in network traffic, a method attackers use to execute scripts that may be used for malware download, installation, or other unauthorized activities.""
 }",['T1059.001'],['TA0002'],['TA0002']
28349,"{
   ""Sid"": ""28349"",
   ""Technique ID"": ""T1190"",
   ""Technique Name"": ""Exploit Public-Facing Application"",
   ""Quotes"": ""The attacker targets systems with a specific vulnerability that is accessible via public network paths (such as web applications or browser plugins)."",
   ""Explanation"": ""This Snort rule detects an attempt to exploit a browser plugin vulnerability by accessing a specific CLSID that likely represents an ActiveX component related to the Microsoft Windows WMI administrator tools. The rule is triggered by traffic to clients over HTTP, which is a public-facing service. Thus, it aligns with the technique of exploiting public-facing applications to conduct an attack.""
 }",['T1190'],['TA0002'],['TA0001']
6190,"{
   ""Sid"": ""6190"",
   ""Technique ID"": ""T1056"",
   ""Technique Name"": ""Input Capture"",
   ""Quotes"": ""Use of keyloggers or user input capture mechanisms to extract user credentials or other sensitive information."",
   ""Explanation"": ""The rule suggests detection of a keylogger, specifically eBlaster 5.0, which captures user inputs. MITRE's technique 'Input Capture' directly relates to such activity where adversaries might use keyloggers to obtain inputs.""
 }",['T1056'],"['TA0006', 'TA0009']","['TA0006', 'TA0009']"
60451,"{
   ""Sid"": ""60451"",
   ""Technique ID"": ""T1505"",
   ""Technique Name"": ""Server Software Component"",
   ""Quotes"": ""Compromise software supply chains to deliver malicious content to targets"",
   ""Explanation"": ""The rule detects attempts to create new directories via HTTP, which can be indicative of webshell deployment on a server, altering server components to set up further attacks or persist within the system.""
 }",['T1505'],['TA0003'],['TA0003']
37383,"{
   ""Sid"": ""37383"",
   ""Technique ID"": ""T1110"",
   ""Technique Name"": ""Brute Force"",
   ""Quotes"": ""Adversaries may attempt to get into accounts with commonly used passwords, sometimes including defaults for specific types of systems."",
   ""Explanation"": ""The Snort IDS rule identifies an attempt to use default credentials on a web application, typically a sign of a brute force technique where attackers try common usernames and passwords (including defaults) to gain unauthorized access. This MITRE ATT&CK technique specifically references the use of default or commonly used passwords, aligning with the detection purpose of the rule.""
 }",['T1110'],"['TA0005', 'TA0001', 'TA0004', 'TA0003']",['TA0006']
17265,"{
   ""Sid"": ""17265"",
   ""Technique ID"": ""T1553.002"",
   ""Technique Name"": ""Subvert Trust Controls: Code Signing"",
   ""Quotes"": ""Adversaries may modify artifacts to evade defenses intended to detect illegitimate or malicious binaries"",
   ""Explanation"": ""This rule detects a Mozilla Firefox plugin access control bypass attempt which involves manipulating Firefox settings or files to bypass the normal security controls. The IDS rule identifies modifications to a Firefox file 'initWithPath' and the creation of a unique file that could potentially be designed to initiate unauthorized actions. This aligns with the technique of modifying system artifacts - specifically binary files - to subvert trust controls and evade defense mechanisms.""
 }",['T1553.002'],['TA0003'],['TA0005']
41817,"{
   ""Sid"": ""41817"",
   ""Technique ID"": ""T1505"",
   ""Technique Name"": ""Server Software Component"",
   ""Quotes"": ""Adversaries may abuse legitimate extensible server components to execute arbitrary commands."",
   ""Explanation"": ""The rule is detecting generic SQL injection attempts in HTTP URI which adversaries can use to manipulate backend database queries. This relates to the Server Software Component technique as attackers could abuse SQL queries to manipulate server software behavior.""
 }",['T1505'],['TA0001'],['TA0003']
30510,"{
   ""Sid"": ""30510"",
   ""Technique ID"": ""T1190"",
   ""Technique Name"": ""Exploit Public-Facing Application"",
   ""Quotes"": ""The rule detects an attempt to exploit a vulnerability, specifically an 'OpenSSL SSLv3 heartbeat read overrun', typically targeting public-facing applications."",
   ""Explanation"": ""This Snort rule is designed to detect attempts to exploit a specific vulnerability in OpenSSL SSLv3, which is often used in public-facing applications to secure communications. The rule's focus on a 'heartbeat read overrun' aligns well with the exploitation of public servers and applications, hence mapping to MITRE's Technique ID T1190, which covers the exploitation of public-facing applications.""
 }",['T1190'],['TA0009'],['TA0001']
13642,"{
   ""Sid"": ""13642"",
   ""Technique ID"": ""T1056"",
   ""Technique Name"": ""Input Capture"",
   ""Quotes"": ""Collects information through capturing user input"",
   ""Explanation"": ""This rule detects the transmission of data (possibly captured by a keylogger) via SMTP, which typically involves capturing user inputs such as keystrokes or mouse movements. The mention of 'Keylogger' in the message field of the rule strongly aligns with this technique.""
 }",['T1056'],"['TA0006', 'TA0009']","['TA0006', 'TA0009']"
29615,"{
   ""Sid"": ""29615"",
   ""Technique ID"": ""T1071"",
   ""Technique Name"": ""Application Layer Protocol"",
   ""Quotes"": ""use of application layer protocols to communicate with command and control servers"",
   ""Explanation"": ""The rule indicates outbound HTTP communication to a server, typical of malware using application layer protocols for command and control. The specific URI in the content field suggests data transfer possibly related to exfiltration or command execution.""
 }",['T1071'],"['TA0006', 'TA0009']",['TA0011']
59023,"{
   ""Sid"": ""59023"",
   ""Technique ID"": ""T1505"",
   ""Technique Name"": ""Server Software Component"",
   ""Quotes"": ""Adversaries may abuse legitimate extensible development features of servers to establish persistent access to systems."",
   ""Explanation"": ""The rule detects an outbound connection attempt by a PHP web shell named 'Antichat Shell'. Web shells are a common server software component abuse by adversaries to execute commands remotely, maintain persistent access, and potentially manage C2 capabilities from a compromised web server.""
 }",['T1505'],['TA0003'],['TA0003']
