Sid,Response,Technique_id,True_labels
32104,"[
     {
         ""sid"": ""32104"",
         ""Technique ID"": ""T1203"",
         ""Technique name"": ""Exploitation for Client Execution"",
         ""Quotes"": ""Adversaries may exploit software vulnerabilities in client applications to execute code."",
         ""Explanation"": ""This rule triggers on specific patterns related to ActiveX control usage that is indicative of attempts to exploit vulnerabilities in the Oracle WebCenter Content's CheckOutAndOpen.dll ActiveX control. The exploitation attempts to execute arbitrary code, fitting this MITRE ATT&CK technique.""
     }
 ]",['T1203'],['T1218']
17386,"[
     {
         ""sid"": ""17386"",
         ""Technique ID"": ""T1190"",
         ""Technique Name"": ""Exploit Public-Facing Application"",
         ""Quotes"": ""Adversaries may attempt to exploit weaknesses in an Internet-facing application or service to gain initial access or execute arbitrary code."",
         ""Explanation"": ""The rule identifies an attempt to exploit a vulnerability in the Lighttpd web server's mod_fastcgi module, which is a public-facing application. This mapping is based on the detection of a specific attack pattern targeted at overwriting CGI variables, a common threat vector for web applications.""
     }
 ]",['T1190'],['T1087']
21318,"[
     {
         ""sid"": ""21318"",
         ""Technique ID"": ""T1071"",
         ""Technique Name"": ""Application Layer Protocol"",
         ""Quotes"": ""Application Layer Protocol involves the use of application layer protocols to bypass the network monitoring that focuses on transport layer protocols. Techniques include the use of HTTP for communication."",
         ""Explanation"": ""The rule identifies traffic believed to be from a Trojan using HTTP requests potentially to communicate with a command and control server, which aligns with the usage of application layer protocols for malicious communication.""
     },
     {
         ""sid"": ""21318"",
         ""Technique ID"": ""T1105"",
         ""Technique Name"": ""Ingress Tool Transfer"",
         ""Quotes"": ""Adversaries may transfer tools or other files from an external system into a compromised environment. Files may be for utility or to achieve a specific goal within the adversary's objectives."",
         ""Explanation"": ""The presence of base64 encoded data in an outbound HTTP request suggests the potential transmission of encoded files or data, a technique often used to move tools or data into or out of a target network covertly.""
     }
 ]","['T1071', 'T1105']",['T1001']
60338,"[
     {
         ""sid"": ""60338"",
         ""Technique ID"": ""T1100"",
         ""Technique Name"": ""Web Shell"",
         ""Quotes"": ""Adversaries may use a web shell to interact with systems and establish persistent access"",
         ""Explanation"": ""This rule detects attempts to send commands through a Php.Webshell, indicating the use of a web shell to manage an external connection.""
     }
 ]",['T1100'],['T1505']
49540,"[
     {
         ""sid"": ""49540"",
         ""Technique ID"": ""T1190"",
         ""Technique Name"": ""Exploit Public-Facing Application"",
         ""Quotes"": ""Exploit Public-Facing Application technique describes attacks against vulnerabilities in exposed services to gain unauthorized access or execute arbitrary code."",
         ""Explanation"": ""The rule detects attempts to modify WordPress configuration to elevate privileges by abusing the 'wp_user_roles' parameter through the 'admin-post.php'. This is characteristic of exploiting public-facing applications to change server configurations or escalate privileges.""
     }
 ]",['T1190'],['T1190']
58912,"{
     ""sid"": ""58912"",
     ""Technique ID"": ""T1190"",
     ""Technique Name"": ""Exploit Public-Facing Application"",
     ""Quotes"": ""Adversaries may attempt to exploit a weakness in an Internet-facing computer or system to initially access a network."",
     ""Explanation"": ""The rule detects attempts to upload PHP-based web shells via HTTP, indicating an exploit against a public-facing web application.""
 }",['T1190'],['T1505']
31978,"[
     {
         ""sid"": ""31978"",
         ""Technique ID"": ""T1190"",
         ""Technique Name"": ""Exploit Public-Facing Application"",
         ""Quotes"": ""Adversaries may exploit public-facing applications to initially access a network or system, targeting vulnerabilities to gain entry."",
         ""Explanation"": ""This IDS rule targets detection of attempts to exploit a common vulnerability in Bash through CGI scripts, which are part of public-facing web applications.""
     }
 ]",['T1190'],['T1190']
37313,"[
     {
         ""sid"": ""37313"",
         ""Technique ID"": ""T1190"",
         ""Technique Name"": ""Exploit Public-Facing Application"",
         ""Quotes"": ""Adversaries may attempt to exploit a weakness in an Internet-facing application or service to initially access a network or system."",
         ""Explanation"": ""The rule targets attempts to use XML External Entity (XXE) vulnerabilities, which is a common technique used to target public-facing applications that parse XML input.""
     },
     {
         ""sid"": ""37313"",
         ""Technique ID"": ""T1606"",
         ""Technique Name"": ""Forge Web Credentials"",
         ""Quotes"": ""Forging web credentials can allow adversaries to bypass authentication methods by exploiting external entities in web applications."",
         ""Explanation"": ""This IDS rule appears to be detecting an XML External Entity (XXE) attack used possibly to retrieve or forge authentication credentials from a web service or application.""
     }
 ]","['T1190', 'T1606']",['T1020']
61160,"[
     {
         ""sid"": ""61160"",
         ""Technique ID"": ""T1505"",
         ""Technique name"": ""Server Software Component"",
         ""Quotes"": ""Adversaries may abuse legitimate extensible components in server software to execute code. Components that can be abused include application deployment features."",
         ""Explanation"": ""This rule detects outbound connections indicating the presence of a JSP webshell, which can be used by an attacker to execute arbitrary server-side code as a software component abuse.""
     },
     {
         ""sid"": ""61160"",
         ""Technique ID"": ""T1102"",
         ""Technique name"": ""Web Service"",
         ""Quotes"": ""Adversaries may use an existing, legitimate external Web service as a means of relaying commands to a compromised system."",
         ""Explanation"": ""The detection of a JSP webshell outbound connection may suggest the use of web services (like HTTP) to communicate with external entities controlled by the adversaries, possibly for command and control activities.""
     }
 ]","['T1505', 'T1102']",['T1505']
14075,"[
     {
         ""Sid"": ""14075"",
         ""Technique ID"": ""T1056"",
         ""Technique Name"": ""Input Capture"",
         ""Quotes"": ""Input Capture techniques involve intercepting incoming data, typically in the form of keystrokes, to capture information such as passwords, credit card numbers, and other sensitive data."",
         ""Explanation"": ""This Snort rule detects the activity of a keylogger, specifically Ultimate Keylogger, indicating the capture of input data such as keystrokes which is a direct match to the Input Capture technique.""
     },
     {
         ""Sid"": ""14075"",
         ""Technique ID"": ""T1566"",
         ""Technique Name"": ""Phishing"",
         ""Quotes"": ""Phishing techniques include the use of Keylogger software embedded in email attachments or links that deceive users into installing them."",
         ""Explanation"": ""The rule's detection of a Keylogger data being sent via SMTP suggests potential phishing activity where the malware could have been delivered through deceptive emailing tactics.""
     }
 ]","['T1056', 'T1566']",['T1056']
39930,"[
     {
         ""sid"": ""39930"",
         ""Technique ID"": ""T1212"",
         ""Technique name"": ""Exploitation for Credential Access"",
         ""Quotes"": ""Adversaries may exploit software vulnerabilities to gain access to credentials that are stored or processed by applications."",
         ""Explanation"": ""The rule detects an attempt to exploit a known vulnerability in Siemens IP-Camera software to disclose administrative credentials.""
     }
 ]",['T1212'],['T1003']
49789,"[
     {
         ""sid"": ""49789"",
         ""Technique ID"": ""T1105"",
         ""Technique name"": ""Ingress Tool Transfer"",
         ""Quotes"": ""Adversaries may transfer tools or other files from an external system into a networked environment."",
         ""Explanation"": ""The rule detects outbound connections likely used by the Trojan Zacinlo to fetch or send data  detected by the specific URI and user-agent patterns indicative of tool transfer activities typically associated with malware.""
     }
 ]",['T1105'],['T1043']
29918,"[
     {
         ""sid"": ""29918"",
         ""Technique ID"": ""T1056.003"",
         ""Technique Name"": ""Keylogging"",
         ""Quotes"": ""Keylogging is a common feature of malware that targets credentials to maintain access to victim accounts. This technique involves capturing keystrokes as a standard method for malicious actors to exfiltrate information."",
         ""Explanation"": ""The rule explicitly mentions 'Win.Keylogger.Vacky', which indicates that the detected activity is related to a Windows keylogging software. The rule is designed to detect potential exfiltration or information gathering attempts through keylogging.""
     }
 ]",['T1056.003'],['T1056']
37379,"[
     {
         ""Sid"": ""37379"",
         ""Technique ID"": ""T1078"",
         ""Technique Name"": ""Valid Accounts"",
         ""Quotes"": ""Adversaries may obtain and abuse credentials of existing accounts as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion."",
         ""Explanation"": ""This rule triggers on traffic that indicates an attempt to access a web application using a default password, which aligns with the technique of using valid accounts to gain access.""
     }
 ]",['T1078'],['T1078']
23612,"[
     {
         ""sid"": ""23612"",
         ""Technique ID"": ""T1203"",
         ""Technique Name"": ""Exploitation for Client Execution"",
         ""Quotes"": ""This technique describes the exploitation of vulnerabilities within clients by adversaries to execute arbitrary code."",
         ""Explanation"": ""The rule detects attempts to exploit vulnerabilities in PDF applications through JavaScript embedded in XML templates, which could lead to arbitrary code execution when the PDF is opened.""
     }
 ]",['T1203'],['T1027']
57462,"[
     {
         ""Sid"": ""57462"",
         ""Technique ID"": ""T1505"",
         ""Technique Name"": ""Server Software Component"",
         ""Quotes"": ""Adversaries may implant web shells within application components to persist on an victim's system and have extended access to remote servers."",
         ""Explanation"": ""The rule triggers on detection of a Perl based webshell, indicating an attempt to maintain persistent access and control over a compromised web server.""
     },
     {
         ""Sid"": ""57462"",
         ""Technique ID"": ""T1100"",
         ""Technique Name"": ""Web Shell"",
         ""Quotes"": ""Web shells can be used by an adversary to execute commands remotely; maintaining persistent access to an interactive command and control interface to an infected machine."",
         ""Explanation"": ""The rule is identifying traffic patterns indicative of a webshell being accessed which is used by attackers for persistent, remote access and control.""
     }
 ]","['T1505', 'T1100']",['T1071']
59259,"[
     {
         ""Sid"": ""59259"",
         ""Technique ID"": ""T1505"",
         ""Technique Name"": ""Server Software Component"",
         ""Quotes"": ""Adversaries may execute their own malicious payloads by interacting with server software components of a host."",
         ""Explanation"": ""The rule indicates an attempt to access a PHP webshell which typically involves server software components being manipulated to execute arbitrary code.""
     }
 ]",['T1505'],['T1505']
38387,"[
     {
         ""sid"": ""38387"",
         ""Technique ID"": ""T1056"",
         ""Technique name"": ""Input Capture"",
         ""Quotes"": ""Input Capture techniques involve intercepting and capturing user input data, such as keystrokes, to obtain sensitive information. This rule indicates activity from a Keylogger Trojan designed to capture and potentially exfiltrate captured screenshots over FTP, which aligns with behaviors described in the Input Capture technique."",
         ""Explanation"": ""The Snort rule detects outbound FTP traffic that includes specific keyword content related to screenshot uploads, suggesting that data from input capture through a Keylogger could be exfiltrated, fitting the Input Capture technique.""
     },
     {
         ""sid"": ""38387"",
         ""Technique ID"": ""T1041"",
         ""Technique name"": ""Exfiltration Over C2 Channel"",
         ""Quotes"": ""Exfiltration Over C2 Channel consists of techniques that exfiltrate data using the channel typically used for command and control traffic. Keyloggers often use standard protocols to move data stealthily."",
         ""Explanation"": ""This rule highlights the use of the FTP protocol, likely being used here as a channel to transfer stolen data, including screenshots captured by the Keylogger Trojan, which is in line with Exfiltration Over C2 Channel tactics.""
     }
 ]","['T1056', 'T1041']",['T1056']
38249,"[
     {
         ""Sid"": ""38249"",
         ""Technique ID"": ""T1110"",
         ""Technique Name"": ""Brute Force"",
         ""Quotes"": ""Adversaries may use brute force techniques to attempt access to accounts when passwords are unknown or when password hashes are obtained."",
         ""Explanation"": ""This rule detects attempts to access a web application using a default password, which can be considered a type of brute force approach to gain unauthorized access.""
     }
 ]",['T1110'],['T1078']
38890,"[
     {
         ""sid"": ""38890"",
         ""Technique ID"": ""T1020"",
         ""Technique name"": ""Automated Exfiltration"",
         ""Quotes"": ""Data, such as sensitive documents, may be exfiltrated through the use of automated processing after being gathered during Collection."",
         ""Explanation"": ""This Snort rule detects an exfiltration attempt by Win.Trojan.Kirts, which appears to be sending collected data to a server. The presence of parameters like '.php?fname=Hawkeye_Keylogger' suggests automated data transfer intended for exfiltration.""
     },
     {
         ""sid"": ""38890"",
         ""Technique ID"": ""T1056"",
         ""Technique name"": ""Input Capture"",
         ""Quotes"": ""Input Capture techniques involve intercepting and capturing user input data, such as keystrokes, to obtain sensitive information."",
         ""Explanation"": ""This rule matches malware behavior associated with capturing and transmitting the data, possibly captured through keylogging functionality reflected in the URI query parameter indicating 'Hawkeye_Keylogger'.""
     }
 ]","['T1020', 'T1056']",['T1020']
35317,"[
     {
         ""Sid"": ""35317"",
         ""Technique ID"": ""T1105"",
         ""Technique Name"": ""Ingress Tool Transfer"",
         ""Quotes"": ""Transfer tools or other files from an external system into a compromised environment."",
         ""Explanation"": ""This rule detects an outbound connection possibly used by a Trojan to communicate with a command and control server to update itself or download additional malicious components, which aligns with the technique of transferring tools or files to further an attack.""
     },
     {
         ""Sid"": ""35317"",
         ""Technique ID"": ""T1071"",
         ""Technique Name"": ""Application Layer Protocol"",
         ""Quotes"": ""Adversaries may use application layer protocols to communicate with systems under their control within a victim network."",
         ""Explanation"": ""The rule triggers on specific HTTP URI and header patterns which indicates the use of the HTTP protocol for command and control communication by a Trojan.""
     }
 ]","['T1105', 'T1071']",['T1176']
26639,"[
     {
         ""sid"": ""26639"",
         ""Technique ID"": ""T1552"",
         ""Technique Name"": ""Unsecured Credentials"",
         ""Quotes"": ""Adversaries may search for unsecured credentials that administrators and system users utilize to authenticate to specific services or network resources."",
         ""Explanation"": ""The rule indicates detection of an attempt to exploit XML digital signature transformations in Internet Explorer, which could be used to manipulate or access sensitive information, including credentials.""
     }
 ]",['T1552'],['T1220']
2230,"[
     {
         ""sid"": ""2230"",
         ""Technique ID"": ""T1078"",
         ""Technique name"": ""Valid Accounts"",
         ""Quotes"": ""Adversaries may obtain and abuse credentials of existing accounts as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion."",
         ""Explanation"": ""This rule detects attempts to access a NetGear router using its default credentials, which aligns with the technique where adversaries use valid user accounts to gain access.""
     }
 ]",['T1078'],['T1078']
12134,"[
     {
         ""Sid"": ""12134"",
         ""Technique ID"": ""T1056"",
         ""Technique Name"": ""Input Capture"",
         ""Quotes"": ""Input Capture techniques involve intercepting and capturing user input data."",
         ""Explanation"": ""This rule is detecting a keylogger, which is specifically designed to capture user input data, such as keystrokes, from the infected system.""
     }
 ]",['T1056'],['T1056']
59051,"[
     {
         ""sid"": ""59051"",
         ""Technique ID"": ""T1100"",
         ""Technique name"": ""Web Shell"",
         ""Quotes"": ""Web shells allow an adversary to interact with a web server and the surrounding environment through the web browser, and typically provide file management and command execution functionality."",
         ""Explanation"": ""This Snort rule detects an attempt to upload a PHP web shell, often used by attackers to maintain persistent, remote access and command execution on a compromised web server.""
     }
 ]",['T1100'],['T1505']
20618,"[
     {
         ""sid"": ""20618"",
         ""Technique ID"": ""T1212"",
         ""Technique name"": ""Exploitation for Credential Access"",
         ""Quotes"": ""Exploitation for credential access involves taking advantage of a system, service, or application vulnerabilities to steal credentials."",
         ""Explanation"": ""This rule detects attempts to exploit a vulnerability in the Sage SalesLogix system to disclose database credentials, directly mapping to the technique of exploiting systems to access credentials.""
     }
 ]",['T1212'],['T1003']
47846,"[
     {
         ""sid"": ""47846"",
         ""Technique ID"": ""T1203"",
         ""Technique name"": ""Exploitation for Client Execution"",
         ""Quotes"": ""Adversaries may exploit software vulnerabilities in client applications to execute code."",
         ""Explanation"": ""The rule identifies attempts to download and execute a malicious Windows downloader using PowerShell, which is indicative of exploiting client-side software vulnerabilities to execute arbitrary code.""
     },
     {
         ""sid"": ""47846"",
         ""Technique ID"": ""T1059.001"",
         ""Technique name"": ""Command and Scripting Interpreter: PowerShell"",
         ""Quotes"": ""Adversaries may use PowerShell to execute commands and scripts for various purposes."",
         ""Explanation"": ""PowerShell is specifically mentioned in the rule, indicating that malicious scripts or commands are being executed within the environment.""
     }
 ]","['T1203', 'T1059.001']",['T1059']
28349,"[
     {
         ""Sid"": ""28349"",
         ""Technique ID"": ""T1190"",
         ""Technique Name"": ""Exploit Public-Facing Application"",
         ""Quotes"": ""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network or system."",
         ""Explanation"": ""The Snort rule detects an attempt to exploit a public-facing application, specifically targeting a vulnerability related to Microsoft Windows WMI ActiveX components used in web browsers.""
     },
     {
         ""Sid"": ""28349"",
         ""Technique ID"": ""T1203"",
         ""Technique Name"": ""Exploitation for Client Execution"",
         ""Quotes"": ""Adversaries may exploit vulnerabilities in client applications to execute code."",
         ""Explanation"": ""This rule appears to target exploitation attempts via browsers utilizing ActiveX controls, which can lead to malicious code execution on the client's system.""
     }
 ]","['T1190', 'T1203']",['T1047']
6190,"[
     {
         ""sid"": ""6190"",
         ""Technique ID"": ""T1566"",
         ""Technique Name"": ""Phishing"",
         ""Quotes"": ""Adversaries may send emails designed to trick victims into revealing sensitive information. Keyloggers like eBlaster can be distributed via phishing emails."",
         ""Explanation"": ""The rule detects features of the eBlaster keylogger, which could be sent as an attachment or link in phishing emails targeting users to covertly monitor and capture keystrokes.""
     },
     {
         ""sid"": ""6190"",
         ""Technique ID"": ""T1056"",
         ""Technique Name"": ""Input Capture"",
         ""Quotes"": ""Input Capture techniques, including keylogger software, are used to record the keyboard input from users to steal credentials or other sensitive information."",
         ""Explanation"": ""The detection of 'Keylogger eblaster' in this rule aligns with the Input Capture technique, as eBlaster is specifically designed to capture user inputs.""
     }
 ]","['T1566', 'T1056']",['T1056']
60451,"[
     {
         ""Sid"": ""60451"",
         ""Technique ID"": ""T1100"",
         ""Technique Name"": ""Web Shell"",
         ""Quotes"": ""A Web shell is a web script that is placed on an openly accessible web server to allow an adversary to use the web server as a gateway into a network."",
         ""Explanation"": ""The rule detects attempts to install a PHP web shell, which could be used by attackers to maintain persistent, remote access to a compromised web server.""
     }
 ]",['T1100'],['T1505']
37383,"[
     {
         ""sid"": ""37383"",
         ""Technique ID"": ""T1078"",
         ""Technique name"": ""Valid Accounts"",
         ""Quotes"": ""Adversaries may obtain and abuse credentials of existing accounts as a means of gaining initial access, persistence, privilege escalation, or defense evasion."",
         ""Explanation"": ""This rule detects attempts to log in using default credentials, which directly relates to the exploitation of valid account access.""
     }
 ]",['T1078'],['T1078']
17265,"[
     {
         ""Sid"": ""17265"",
         ""Technique ID"": ""T1550"",
         ""Technique Name"": ""Use Alternate Authentication Material"",
         ""Quotes"": ""Adversaries may steal or forge credentials to bypass access controls, such as plugins accessing restricted files in Mozilla Firefox."",
         ""Explanation"": ""The rule detects attempts to bypass access control in Mozilla Firefox plugins, potentially allowing attackers to access or execute unauthorized files and commands.""
     }
 ]",['T1550'],['T1176']
41817,"[
     {
         ""Sid"": ""41817"",
         ""Technique ID"": ""T1505"",
         ""Technique Name"": ""Server Software Component"",
         ""Quotes"": ""Adversaries may abuse legitimate extensible components of servers to execute arbitrary code or commands."",
         ""Explanation"": ""The rule detects potential SQL injection attacks, a method typically used to manipulate server-side software through malicious SQL statements.""
     }
 ]",['T1505'],['T1190']
30510,"[
     {
         ""Sid"": ""30510"",
         ""Technique ID"": ""T1190"",
         ""Technique Name"": ""Exploit Public-Facing Application"",
         ""Quotes"": ""Adversaries may exploit public-facing applications to initially access a network or system."",
         ""Explanation"": ""The rule detects attempts to exploit a known vulnerability in OpenSSL's SSLv3 protocol, which is often used by public-facing applications to secure communications.""
     }
 ]",['T1190'],['T1005']
13642,"[
     {
         ""sid"": ""13642"",
         ""Technique ID"": ""T1056"",
         ""Technique Name"": ""Input Capture"",
         ""Quotes"": ""Input Capture techniques involve intercepting and capturing user input data, such as keystrokes, to obtain sensitive information. The description of the rule indicates detection of keylogger activity, which is primarily focused on capturing user inputs stealthily."",
         ""Explanation"": ""The rule is specifically designed to detect traffic associated with a keylogger, which often captures inputs directly from users for malicious purposes.""
     },
     {
         ""sid"": ""13642"",
         ""Technique ID"": ""T1566"",
         ""Technique Name"": ""Phishing"",
         ""Quotes"": ""Phishing attacks use email as one of the primary channels to deceive users into providing their sensitive data. Keyloggers are sometimes distributed through phishing emails."",
         ""Explanation"": ""Since the rule pertains to SMTP service, which represents email traffic, and targets detection of malware typical to phishing-like delivery methods, it suggests a linkage to phishing techniques where such malware could be spread.""
     }
 ]","['T1056', 'T1566']",['T1056']
