Sid,Response,Technique_id,True_labels,Predicted_labels
30516,"
 {
   ""Sid"": ""30516"",
   ""Technique ID"": ""T1043"",
   ""Technique Name"": ""Heartbleed"",
   ""Quotes"": [
     ""content:\""|18 03 02|\"",depth 3; byte_test:2,,128,0,relative; content:\""|02|\"",within 1,distance 2""
   ],
   ""Explanation"": ""The rule checks for the TLS heartbeat response that is larger than 128 bytes, which is a symptom of the Heartbleed vulnerability.""
 }
 ",['T1043'],['TA0009'],[]
26803,"JSON
 [
   {
     ""Sid"": ""26803"",
     ""Technique ID"": ""T1048"",
     ""Technique Name"": ""Exfiltration Over DNS"",
     ""Quotes"": [
       ""\""DNS exfiltration is a technique used to exfiltrate data over DNS requests.\"""",
       ""\""This technique can be used to exfiltrate data from a compromised system to a remote server.\""""
     ],
     ""Explanation"": ""The rule looks for DNS traffic that contains a specific pattern that is indicative of data exfiltration over DNS.""
   },
   {
     ""Sid"": ""26803"",
     ""Technique ID"": ""T1071"",
     ""Technique Name"": ""Data Exfiltration"",
     ""Quotes"": [
       ""\""Data exfiltration is the unauthorized transfer of data from a system.\"""",
       ""\""This technique can be used to steal sensitive data, such as financial information, intellectual property, or customer data.\""""
     ],
     ""Explanation"": ""The rule looks for DNS traffic that contains a specific pattern that is indicative of data exfiltration over DNS.""
   }
 ]
 ","['T1048', 'T1071']",['TA0010'],"['TA0011', 'TA0010']"
33566,"{
   ""Sid"": ""33566"",
   ""Technique ID"": ""T1139"",
   ""Technique Name"": ""Edit JARM Configuration Files"",
   ""Quotes"": [],
   ""Explanation"": ""JARM configuration files are used to configure the behavior of the JARM scanner. By editing these files, an attacker can modify the behavior of the scanner to suit their needs. For example, an attacker could edit the JARM configuration files to include additional checks for vulnerabilities or to exclude certain checks. This could allow the attacker to gain a better understanding of the target system and identify vulnerabilities that would otherwise be missed.""
 },
 {
   ""Sid"": ""33566"",
   ""Technique ID"": ""T1059.001"",
   ""Technique Name"": ""Replace Access Control Lists (ACLs)"",
   ""Quotes"": [],
   ""Explanation"": ""Replacing ACLs involves modifying the ACLs on a file or directory to grant access to a user or group that would not normally have access. This could allow an attacker to gain access to sensitive information or to modify the system in a way that is not authorized.""
 }","['T1139', 'T1059']",['TA0005'],"['TA0002', 'TA0006']"
25579,"
 {
   ""Sid"": ""25579"",
   ""Technique ID"": ""T1192"",
   ""Technique Name"": ""Phishing for Credentials"",
   ""Quotes"": [
     ""\""Fake bookinginfo HTTP Response phishing attack\"""",
     ""\""content:\""|3B 20|filename=BookingInfo.zip|0D 0A|\"",fast_pattern,nocase\""""
   ],
   ""Explanation"": ""The rule detects phishing attacks that use HTTP responses to deliver malicious content, such as the \""BookingInfo.zip\"" file in this case. The purpose of these attacks is to trick users into providing their credentials or other sensitive information.""
 }
 {
   ""Sid"": ""25579"",
   ""Technique ID"": ""T1166"",
   ""Technique Name"": ""Deception: Content Spoofing"",
   ""Quotes"": [
     ""\""Fake bookinginfo HTTP Response phishing attack\"""",
     ""\""content:\""|3B 20|filename=BookingInfo.zip|0D 0A|\"",fast_pattern,nocase\""""
   ],
   ""Explanation"": ""The rule detects phishing attacks that attempt to deceive users by spoofing legitimate websites or content. In this case, the attack uses an HTTP response to deliver a malicious file disguised as a legitimate booking confirmation.""
 }
 ","['T1192', 'T1166']",['TA0001'],"['TA0005', 'TA0001', 'TA0004']"
24705,"
 [
   {
     ""Sid"": ""24705"",
     ""Technique ID"": ""T1193"",
     ""Technique Name"": ""SQL Injection"",
     ""Quotes"": [
       ""content:\""POST\""; http_uri; content:\""/UNCWS/Management.asmx\"",fast_pattern,nocase; http_header; content:\""SOAP\"",nocase; http_client_body; pcre:\""/<SelectedID[^<]+?(\x3B|%3B)/im\""""
     ],
     ""Explanation"": ""The rule checks for incoming HTTP/POST traffic to a specific URI and header, containing a suspicious SQL injection payload.""
   },
   {
     ""Sid"": ""24705"",
     ""Technique ID"": ""T1110"",
     ""Technique Name"": ""Data Exfiltration"",
     ""Quotes"": [],
     ""Explanation"": ""The rule implies that the SQL injection attempt may lead to sensitive data exfiltration from the web server.""
   }
 ]
 ","['T1193', 'T1110']",['TA0001'],['TA0006']
13237,"
 [
   {
     ""Sid"": ""13237"",
     ""Technique ID"": ""T1069"",
     ""Technique Name"": ""Command and Scripting Interpreter"",
     ""Quotes"": ""Rundll32.exe is a legitimate Microsoft utility that can be abused by adversaries to execute arbitrary code. (Citation: https://attack.mitre.org/techniques/T1069/)"",
     ""Explanation"": ""The rule detects a command-line execution using rundll32.exe, which can be used by adversaries to execute arbitrary code. This technique can be used to install malware, run scripts, or perform other malicious actions.""
   },
   {
     ""Sid"": ""13237"",
     ""Technique ID"": ""T1108"",
     ""Technique Name"": ""System File Modification"",
     ""Quotes"": ""Adversaries may modify system files to maintain persistence, escalate privileges, or disable security measures. (Citation: https://attack.mitre.org/techniques/T1108/)"",
     ""Explanation"": ""The rule detects the modification of a system file, which can be an indication of an adversary attempting to gain persistence or escalate privileges on the system.""
   }
 ]
 ","['T1069', 'T1108']","['TA0006', 'TA0009']",['TA0007']
32104,"
 {
   ""Sid"": ""32104"",
   ""Technique ID"": ""T1203.004"",
   ""Technique Name"": ""ActiveX Control Execution"",
   ""Quotes"": [
     ""attacker uses ActiveX controls to execute arbitrary code on the system""
   ],
   ""Explanation"": ""The rule detects ActiveX function calls and attempts to access ActiveX controls, which could indicate an attempt to execute malicious code using ActiveX controls.""
 }
 {
   ""Sid"": ""32104"",
   ""Technique ID"": ""T1203.003"",
   ""Technique Name"": ""HTA Application Execution"",
   ""Quotes"": [
     ""attackers can gain remote code execution using HTA files""
   ],
   ""Explanation"": ""The rule detects attempts to access .hta files, which could indicate an attempt to execute malicious code using HTML Application (HTA) files.""
 }
 ",['T1203'],['TA0005'],['TA0002']
17386,"
 {
   ""Sid"": ""17386"",
   ""Technique ID"": ""T1111"",
   ""Technique Name"": ""System Information Discovery"",
   ""Quotes"": ""\""SCRIPT_FILENAME/etc/passwd|06 80 00|\"""",
   ""Explanation"": ""The rule triggers on attempts to read the `/etc/passwd` file, which is a common technique used by attackers to gather information about the system and its users.""
 }
 ",['T1111'],['TA0007'],['TA0006']
21318,"
 {
   ""Rules"": [
     {
       ""Sid"": ""21318"",
       ""Technique ID"": ""T1132"",
       ""Technique Name"": ""Data Encoding"",
       ""Quotes"": ""\""base64_decode:relative; base64_data; content:\""cl|7C|1.6|7C|\""; content:\""|7C|161\"",distance 0\"""",
       ""Explanation"": ""The rule checks for base64-encoded data in HTTP traffic, which is a common technique used by malware to evade detection.""
     },
     {
       ""Sid"": ""21318"",
       ""Technique ID"": ""T1071"",
       ""Technique Name"": ""Remote Command Execution"",
       ""Quotes"": ""\""MALWARE-CNC Win.Trojan.FakeAV TDSS/PurpleHaze variant outbound connection\"""",
       ""Explanation"": ""The rule detects outbound connections to known malware command-and-control (C2) servers, which is a technique commonly used by malware to receive commands from its operators.""
     }
   ]
 }
 ","['T1132', 'T1071']",['TA0011'],['TA0011']
60338,"
 {
   ""Sid"": ""60338"",
   ""Technique ID"": ""T1071"",
   ""Technique Name"": ""Command and Scripting Interpreter"",
   ""Quotes"": [
     ""\""Php.Webshell.DiveShell outbound connection attempt\""""
   ],
   ""Explanation"": ""The rule detects outbound connections from a web shell, which is a type of command and scripting interpreter that allows an attacker to execute commands on a web server.""
 }
 {
   ""Sid"": ""60338"",
   ""Technique ID"": ""T1105"",
   ""Technique Name"": ""Ingress Tool Transfer"",
   ""Quotes"": [],
   ""Explanation"": ""The rule detects outbound connections from a web shell, which is a type of ingress tool that can be used to transfer files to and from a target system.""
 }
 ","['T1071', 'T1105']",['TA0003'],['TA0011']
49540,"
 {
   ""Sid"": ""49540"",
   ""Technique ID"": ""T1191"",
   ""Technique Name"": ""Zend Framework RCE"",
   ""Quotes"": [],
   ""Explanation"": ""The rule looks for an attempt to change the WordPress wp_user_roles configuration, which could be used to escalate privileges. Zend Framework RCE is a technique that allows an attacker to execute arbitrary code on a web server that is using the Zend Framework.""
 }
 ",['T1191'],['TA0001'],[]
58912,"
 {
   ""Sid"": ""58912"",
   ""Technique ID"": ""T1105"",
   ""Technique Name"": ""Web Shell"",
   ""Quotes"": ""content:\""passthru(getenv(\"""",
   ""Explanation"": ""The rule looks for a PHP web shell. A web shell is a malicious script that allows an attacker to execute arbitrary commands on a vulnerable web server.""
 }
 {
   ""Sid"": ""58912"",
   ""Technique ID"": ""T1491"",
   ""Technique Name"": ""Remote File Copy"",
   ""Quotes"": ""file_data; content:\""<?php\"""",
   ""Explanation"": ""The rule looks for a remote file copy attempt. In this case, the attacker is trying to upload a PHP file to the server.""
 }
 ","['T1105', 'T1491']",['TA0003'],"['TA0011', 'TA0040']"
31978,"
 {
   ""Sid"": ""31978"",
   ""Technique ID"": ""T1190"",
   ""Technique Name"": ""Exploitation of Remote Services"",
   ""Quotes"": [
     ""\""This technique involves exploiting vulnerabilities in remote services to gain unauthorized access to a system or network.""
   ],
   ""Explanation"": ""The rule looks for attempts to exploit a vulnerability in a remote CGI service by injecting environment variables. This technique is used to gain unauthorized access to a system or network.""
 }
 {
   ""Sid"": ""31978"",
   ""Technique ID"": ""T1105"",
   ""Technique Name"": ""Command and Scripting Interpreter"",
   ""Quotes"": [
     ""\""This technique involves using a command or scripting interpreter to execute arbitrary commands on a system.""
   ],
   ""Explanation"": ""The rule looks for attempts to execute arbitrary commands on a system by using a CGI environment variable injection attack. This technique can be used to gain unauthorized access to a system or network.""
 }
 ","['T1190', 'T1105']",['TA0001'],"['TA0001', 'TA0011']"
37313,"
 [
   {
     ""Sid"": ""37313"",
     ""Technique ID"": ""T1048"",
     ""Technique Name"": ""Exfiltration Over C2 Channel"",
     ""Quotes"": [
       ""\""malware beacons can exfiltrate data back to the C2 through various exfiltration channels\"""",
       ""\""exfiltration of the beaconing traffic itself over the C2 channel\""""
     ],
     ""Explanation"": ""The rule triggers when the content of the message contains \""<!ENTITY\"", \""SYSTEM\"", and \""://\"". This indicates that the attacker is attempting to exfiltrate data through an external entity, such as an XML entity, which is a common technique for exfiltration over a command and control (C2) channel.""
   },
   {
     ""Sid"": ""37313"",
     ""Technique ID"": ""T1133"",
     ""Technique Name"": ""System Firmware and BIOS"",
     ""Quotes"": [
       ""\""modify BIOS settings to make a system vulnerable to further exploitation\"""",
       ""\""compromise the system firmware to gain persistence\""""
     ],
     ""Explanation"": ""The rule triggers when the content of the message contains \""<!ENTITY\"" and \""SYSTEM\"". This indicates that the attacker is attempting to exfiltrate data through an external entity, such as an XML entity. An attacker may do this to modify the BIOS settings to make the system vulnerable to further exploitation or to compromise the system firmware to gain persistence.""
   }
 ]
 ","['T1048', 'T1133']",['TA0010'],"['TA0003', 'TA0001', 'TA0010']"
61160,"
 {
   ""Sid"": ""61160"",
   ""Technique ID"": ""T1041"",
   ""Technique Name"": ""Exfiltration Over C2 Channel"",
   ""Quotes"": [
     ""\""content:\""jsp\"" or \""content:\""aspx\""""
   ],
   ""Explanation"": ""The rule triggers an alert when a connection is established between an internal host and an external host on HTTP ports, and the content of the packet contains \""jsp\"" or \""aspx\"", indicating a potential attempt to exfiltrate data over a command and control channel.""
 }
 ",['T1041'],['TA0003'],['TA0010']
14075,"
 {
   ""Rules"": [
     {
       ""Sid"": ""14075"",
       ""Technique ID"": ""T1071"",
       ""Technique Name"": ""Input Capture"",
       ""Quotes"": [],
       ""Explanation"": ""The rule looks for indicators of keylogging activity, such as the presence of the string \""Ultimate Keylogger Report from\"" in the subject line of an email. Keylogging is a type of input capture that allows an attacker to record and steal user input, including keystrokes, mouse movements, and screen captures.""
     },
     {
       ""Sid"": ""14075"",
       ""Technique ID"": ""T1053"",
       ""Technique Name"": ""Screen Capture"",
       ""Quotes"": [],
       ""Explanation"": ""The rule also looks for the string \""Activity Report from Ultimate\"", which could be an indication that the attacker is taking screenshots of the user's activity. Screen capture is another type of input capture that can be used to steal sensitive information from a target system.""
     }
   ]
 }
 ","['T1071', 'T1053']","['TA0006', 'TA0009']","['TA0002', 'TA0003', 'TA0011', 'TA0004']"
39930,"{""Sid"": ""39930"", ""Technique ID"": ""T1598.002"", ""Technique Name"": ""Credential Dumping"", ""Quotes"": ""The Mitre website states for this technique - 'Credential Dumping: Extract plaintext credentials from memory, local files, or other containers.' The content of the rule includes 'query=ADMINID', so it is trying to dump credentials."", ""Explanation"": ""The rule specifically checks for attempts to access the /cgi-bin/readfile.cgi URL with the query parameter 'ADMINID'. This suggests that the attacker is attempting to exploit a vulnerability in the Siemens IP-Camera that allows them to dump credentials.""}
 {""Sid"": ""39930"", ""Technique ID"": ""T1003.001"", ""Technique Name"": ""Exploit Public-Facing Application"", ""Quotes"": ""The Mitre website states for this technique - 'Exploit Public-Facing Application: Target an application that is exposed to the Internet or other uncontrolled network.' The rule matches traffic from $EXTERNAL_NET (internet) to $HOME_NET (internal) on HTTP ports, and checks for a specific URI and query parameter combination."", ""Explanation"": ""The rule targets an HTTP-based application that is exposed to the Internet. The attacker sends a request to a specific URI (/cgi-bin/readfile.cgi) with a specific query parameter ('query=ADMINID'). This suggests that the attacker is attempting to exploit a vulnerability in the application.""}","['T1598', 'T1003']",['TA0006'],"['TA0006', 'TA0043']"
29918,"{
   ""Sid"": ""29918"",
   ""Technique ID"": ""T1005"",
   ""Technique Name"": ""Data from Local System"",
   ""Quotes"": [""Collects information about the system to target for follow-on actions.""],
   ""Explanation"": ""The rule looks for a specific pattern that may be related to a keylogger sending system information to a remote server. This technique involves collecting information about the local system, such as system settings, user accounts, and installed software, for use in subsequent attacks.""
 }
 {
   ""Sid"": ""29918"",
   ""Technique ID"": ""T1032"",
   ""Technique Name"": ""Data Encoding"",
   ""Quotes"": [""Encodes data as it is stored or transmitted to make it difficult to decrypt or read by unintended parties.""],
   ""Explanation"": ""The rule includes a series of content checks using specific patterns indicating the encoding of data. This technique involves encoding data to protect it from unauthorized access or modification.""
 }","['T1005', 'T1032']","['TA0006', 'TA0009']",['TA0009']
37379,"
 {
   ""Sid"": ""37379"",
   ""Technique ID"": ""T1190"",
   ""Technique Name"": ""Credential Stuffing"",
   ""Quotes"": [
     ""\""Performs authentication attempts by trying common username/password combinations until a valid pair is found.\""""
   ],
   ""Explanation"": ""This rule looks for a HTTP Authorization header with a \""YWRtaW46YmludGVj\"" value, which is the default login for BinTec Elmeg. This value is often used in credential stuffing attacks.""
 }
 {
   ""Sid"": ""37379"",
   ""Technique ID"": ""T1110"",
   ""Technique Name"": ""Password Spraying"",
   ""Quotes"": [
     ""\""Attempts to authenticate with a common password across multiple accounts or systems.
   ],
   ""Explanation"": ""This rule looks for a HTTP Authorization header with a \""YWRtaW46YmludGVj\"" value, which is the default login for BinTec Elmeg. This value is often used in password spraying attacks.""
 }
 ","['T1190', 'T1110']","['TA0005', 'TA0001', 'TA0004', 'TA0003']","['TA0006', 'TA0001']"
23612,"
 {
   ""Sid"": ""23612"",
   ""Technique ID"": ""T1118"",
   ""Technique Name"": ""Malicious File"",
   ""Quotes"": [
     ""\""Attempts to execute a malicious file for the purpose of infecting the system with malware.""
   ],
   ""Explanation"": ""The rule looks for PDF documents that contain JavaScript embedded in an XML template. This technique is often used to distribute malware, such as trojans, that can be used to steal data or control the victim's computer.""
 }
 {
   ""Sid"": ""23612"",
   ""Technique ID"": ""T1070"",
   ""Technique Name"": ""Data Encoding"",
   ""Quotes"": [
     ""\""Transforms data to evade detection""
   ],
   ""Explanation"": ""The rule looks for PDF documents that contain JavaScript embedded in an XML template. This technique is often used to evade detection by hiding malicious code within a legitimate file.""
 }
 ","['T1118', 'T1070']",['TA0005'],['TA0005']
57462,"{
 ""Sid"": ""57462"",
 ""Technique ID"": ""T1105"",
 ""Technique Name"": ""Web Shell"",
 ""Quotes"": ""content:\""Results of |27|\"""",
 ""Explanation"": ""The rule triggers on the existence of the keyword \""Results of |27|\"" in the content of the traffic, which is commonly associated with the use of a web shell""
 }
 {
 ""Sid"": ""57462"",
 ""Technique ID"": ""T1027"",
 ""Technique Name"": ""Obfuscated Files or Information"",
 ""Quotes"": ""content:\""|27| execution:|0A 0A|"",
 ""Explanation"": ""The rule triggers on the existence of an obfuscated file content in the traffic, which is commonly associated with malware attempting to hide its presence or functionality""
 }","['T1105', 'T1027']",['TA0011'],"['TA0005', 'TA0011']"
59259,"
 {
   ""Sid"": ""59259"",
   ""Technique ID"": ""T1190"",
   ""Technique Name"": ""Exploit Public-Facing Application"",
   ""Quotes"": [],
   ""Explanation"": ""The rule triggers on inbound HTTP traffic with a URI containing \"".php?path=|2F|\"" and \""&x=\"", which is an indicator of a web shell used to exploit web applications.""
 }
 ",['T1190'],['TA0003'],['TA0001']
38387,"
 {
   ""Sid"": ""38387"",
   ""Technique ID"": ""T1056"",
   ""Technique Name"": ""Command and Control"",
   ""Quotes"": [
     ""\""STOR Screenshot from|3A 20|\""""
   ],
   ""Explanation"": ""The rule detects an outbound connection from an internal network to an external network on port 21 (FTP). The content of the connection includes \""STOR Screenshot from|3A 20|\"", which indicates that the attacker is attempting to upload a screenshot to a remote server. This is consistent with the T1056 technique, which involves establishing a command and control channel to exfiltrate data from the victim system.""
 }
 ",['T1056'],"['TA0006', 'TA0009']","['TA0006', 'TA0009']"
38249,"
 {
   ""Sid"": ""38249"",
   ""Technique ID"": ""T1190"",
   ""Technique Name"": ""Exploitation for Credential Access"",
   ""Quotes"": [
     ""\""An attacker may attempt to exploit software flaws to gain elevated privileges and access credentials from a particular system.\""""
   ],
   ""Explanation"": ""The rule looks for a HTTP header with the Authorization field followed by YWRtaW46MTIzNA== (admin:1234) in base64, which could indicate a brute force attack trying to guess default credentials.""
 },
 {
   ""Sid"": ""38249"",
   ""Technique ID"": ""T1580"",
   ""Technique Name"": ""Forced Authentication"",
   ""Quotes"": [
     ""\""An attacker may attempt to force authentication on a target system by exploiting flaws in the authentication process.\""""
   ],
   ""Explanation"": ""The rule looks for a HTTP header with the Authorization field followed by YWRtaW46MTIzNA== (admin:1234) in base64, which could force authentication by sending crafted authentication requests.""
 }
 ","['T1190', 'T1580']","['TA0005', 'TA0001', 'TA0004', 'TA0003']","['TA0007', 'TA0001']"
38890,"
 {
   ""Sid"": ""38890"",
   ""Technique ID"": ""T1020"",
   ""Technique Name"": ""Data Exfiltration"",
   ""Quotes"": [
     ""\"".php?fname=Hawkeye_Keylogger\""""
   ],
   ""Explanation"": ""The rule triggers on traffic containing the string \"".php?fname=Hawkeye_Keylogger\"", which could indicate an attempt to exfiltrate data using a Hawkeye keylogger.""
 }
 {
   ""Sid"": ""38890"",
   ""Technique ID"": ""T1056"",
   ""Technique Name"": ""Input Validation"",
   ""Quotes"": [
     ""&data=""
   ],
   ""Explanation"": ""The rule also triggers on traffic containing the string \""&data=\"", which could indicate an attempt to bypass input validation and execute arbitrary code.""
 }
 ","['T1020', 'T1056']",['TA0010'],"['TA0006', 'TA0009', 'TA0010']"
35317,"
 [
   {
     ""Sid"": ""35317"",
     ""Technique ID"": ""T1110"",
     ""Technique Name"": ""Gather Victim Host Information"",
     ""Quotes"": [
       ""Adversaries may gather information about the victim host to aid in targeting, exploitation, and persistence.""
     ],
     ""Explanation"": ""The rule triggers when an outbound connection is made to a specified IP address and port range with a specific HTTP URI and content, which includes parameters for gathering information about the victim host, such as user ID, version, OS bit, and state.""
   },
   {
     ""Sid"": ""35317"",
     ""Technique ID"": ""T1105"",
     ""Technique Name"": ""Remote Access Software"",
     ""Quotes"": [
       ""Adversaries may use legitimate remote access software to establish remote access to a victim system.""
     ],
     ""Explanation"": ""The rule detects traffic that matches characteristics of malicious use of remote access software, such as the presence of specific HTTP headers and content indicative of updating a plugin for remote access.""
   }
 ]
 ","['T1110', 'T1105']",['TA0003'],"['TA0006', 'TA0011']"
26639,"
 [
   {
     ""Sid"": ""26639"",
     ""Technique ID"": ""T1484"",
     ""Technique Name"": ""Deobfuscate/Decode Files or Information"",
     ""Quotes"": [],
     ""Explanation"": ""The rule looks for XML digital signature transformation of digest value. This technique is used to decode or deobfuscate files or information that has been obfuscated or encoded.""
   },
   {
     ""Sid"": ""26639"",
     ""Technique ID"": ""T1096"",
     ""Technique Name"": ""Valid Accounts"",
     ""Quotes"": [],
     ""Explanation"": ""The rule looks for Microsoft Internet Explorer XML digital signature transformation of digest value. This technique is used to gain access to a system using valid accounts.""
   }
 ]
 ","['T1484', 'T1096']",['TA0005'],"['TA0005', 'TA0004']"
