Sid,Response,Technique_id,True_labels
30516,"[
         {
             ""sid"": ""30516"",
             ""Technique ID"": ""T1190"",
             ""Technique name"": ""Exploit Public-Facing Application"",
             ""Quotes"": """"Exploit Public-Facing Application technique involves exploiting vulnerabilities in public-facing applications to gain unauthorized access to a network or system. The rule detects an attempt to exploit the Heartbleed vulnerability (CVE-2014-0160) in OpenSSL, which allows attackers to steal sensitive data from servers by exploiting a weakness in the TLS heartbeat extension."""",
             ""Explanation"": ""This event is generated when activity relating to an attempted reconnaissance is detected.""
         }
     ]",['T1190'],['T1123']
26803,"[
         {
             ""sid"": ""26803"",
             ""Technique ID"": ""T1048"",
             ""Technique name"": ""Exfiltration Over DNS"",
             ""Quotes"": """"Exfiltration Over DNS techniques involve using the DNS protocol to exfiltrate data from a compromised system. The rule detects DNS data exfiltration attempts by identifying a specific pattern (|00 00 00| |01| |3A| |2D 2D 2D| |3A| |01|) within the DNS traffic, which is indicative of DNS data exfiltration."""",
             ""Explanation"": ""This rule is triggered when an attempt to exfiltrate data over DNS is detected.""
         }
 ]",['T1048'],['T1020']
33566,"[
   {
     ""sid"": ""33566"",
     ""Technique ID"": ""T1220"",
     ""Technique Name"": ""Exploitation of Remote Services"",
     ""Quotes"": ""\""Techniques that involve exploiting weaknesses in remote services hosted on a system to gain unauthorized access, typically by sending specially-crafted packets or data to the service.\"""",
     ""Explanation"": ""The rule looks for a specific pattern in the XSL data, which could be used as part of a heap overflow attack.""
   },
   {
     ""sid"": ""33566"",
     ""Technique ID"": ""T1203"",
     ""Technique Name"": ""Exploit Public-Facing Application"",
     ""Quotes"": ""\""Techniques that target publicly accessible applications, including web applications and services, to compromise systems and gain unauthorized access\"""",
     ""Explanation"": ""The rule looks for a specific pattern in the XSL data, which could be used as part of a heap overflow attack.""
   }
 ]","['T1220', 'T1203']",['T1220']
25579,"[
     {
         ""sid"": ""25579"",
         ""Technique ID"": ""T1192"",
         ""Technique name"": ""Phishing for Information"",
         ""Quotes"": """"T1192 Phishing for Information - Adversaries may attempt to obtain information by sending communications that appear to come from a legitimate source, typically through email or a website."""",
         ""Explanation"": ""The rule identifies a phishing attack that uses a fake 'BookingInfo' HTTP response to trick users into downloading a malicious file named 'BookingInfo.exe'. This technique aligns with T1192, which involves sending deceptive communications to obtain sensitive information.""
     }
 ]","['T1192', 'T1192']",['T1566']
24705,"[
   {
     ""sid"": ""24705"",
     ""Technique ID"": ""T1190"",
     ""Technique name"": ""SQL Injection"",
     ""Quotes"": """"Injecting malicious SQL statements into an application to exploit vulnerabilities in the underlying database management system is a common technique used by attackers to gain unauthorized access to sensitive information"""",
     ""Explanation"": ""This event is generated when an attempt to exploit a SQL injection vulnerability is detected.""
   },
   {
     ""sid"": ""24705"",
     ""Technique ID"": ""T1497"",
     ""Technique name"": ""Application Layer Protocol Abuse"",
     ""Quotes"": """"This technique involves exploiting vulnerabilities and weaknesses in application layer protocols to disrupt or manipulate the application's intended functionality."""",
     ""Explanation"": ""This event is generated when an attempt to exploit an application layer protocol vulnerability is detected.""
   }
 ]","['T1190', 'T1497']",['T1190']
13237,"[
         ""sid"": ""13237"",
         ""Technique ID"": ""T1056"",
         ""Technique name"": ""Input Capture"",
         ""Quotes"": """"Input Capture techniques involve intercepting and capturing user input data, such as keystrokes, to obtain sensitive information. The rule indicates the presence of an active Keylogger 3.9.2, which is a software used for capturing keystrokes and other user input data."""",
         ""Explanation"": ""This event is generated when activity relating to malware is detected.""
     ]",['T1056'],['T1056']
32104,"[
   {
     ""sid"": ""32104"",
     ""Technique ID"": ""T1110.002"",
     ""Technique name"": ""ActiveX Control Execution"",
     ""Quotes"": """"In this case, the rule identifies the exploitation of a vulnerability in an Oracle WebCenter Content ActiveX control DLL (CheckOutAndOpen.dll) to execute arbitrary code in the context of the user's browser. ActiveX controls are a type of software component that can be embedded within web pages, and they can be used by attackers to gain control over a user's system."""",
     ""Explanation"": ""This event is generated when ActiveX control execution is detected.""
   },
   {
     ""sid"": ""32104"",
     ""Technique ID"": ""T1189"",
     ""Technique name"": ""Web Shell"",
     ""Quotes"": """"The rule also detects the presence of a web shell ("".hta"") that can be used by attackers to maintain persistent access to a compromised system. Web shells are often used to execute additional malicious code or to exfiltrate sensitive data."""",
     ""Explanation"": ""This event is generated when web shell activity is detected.""
   }
 ]","['T1110', 'T1189']",['T1218']
17386,"[
         {
             ""sid"": ""17386"",
             ""Technique ID"": ""T0808"",
             ""Technique name"": ""Output Modification"",
             ""Quotes"": """"The rule looks for an attempt of an attacker to exploit a vulnerability in the mod_fastcgi extension of the Lighttpd web server. This vulnerability allows attackers to modify the output of CGI scripts by manipulating the SCRIPT_FILENAME variable. The rule is triggered when the specific pattern ""/etc/passwd|06 80 00|"" is detected in the request content, indicating an attempt to modify the output of the script to retrieve sensitive system information."""",
             ""Explanation"": ""Output Modification techniques involve altering the output of a system or application to mislead or manipulate users or processes. The rule indicates an attempt to exploit a vulnerability that could allow an attacker to modify the output of a script, which could lead to sensitive information disclosure.""
         },
         {
             ""sid"": ""17386"",
             ""Technique ID"": ""T1133"",
             ""Technique name"": ""Script Injection"",
             ""Quotes"": """"The rule detects an attempt to inject a malicious script into a web application through the vulnerable mod_fastcgi extension of the Lighttpd web server. The attacker is attempting to execute arbitrary code on the server by manipulating the SCRIPT_FILENAME variable to load and execute a malicious script."""",
             ""Explanation"": ""Script Injection techniques involve injecting malicious scripts into a vulnerable application or system to gain unauthorized access or control. The rule indicates an attempt to exploit a vulnerability that allows attackers to inject malicious scripts into the application, which could lead to remote code execution.""
         }
     ]","['T0808', 'T1133']",['T1087']
21318,"[
         ""sid"": ""21318"",
         ""Technique ID"": ""T1059"",
         ""Technique name"": ""Command and Control"",
         ""Quotes"": """"Command and Control techniques allow attackers to maintain persistent control over compromised systems through various channels. The rule detects outbound communication from malware (Win.Trojan.FakeAV) to a command and control server, which is a common method for attackers to issue commands and receive data from compromised systems."""",
         ""Explanation"": ""This event is generated when activity relating to malware is detected.""
     ]",['T1059'],['T1001']
60338,"[
         {
             ""sid"": ""60338"",
             ""Technique ID"": ""T1041"",
             ""Technique Name"": ""Exfiltration Over Command and Control Channel"",
             ""Quotes"": """"Exfiltration Over Command and Control Channel techniques involve the use of command and control (C2) infrastructure to exfiltrate data from a compromised environment. The rule indicates activity relating to a PHP-based web shell (DiveShell) that might be attempting to exfiltrate sensitive information, such as command history, through a C2 channel."""",
             ""Explanation"": ""This event is generated when activity relating to malware is detected.""
         },
         {
             ""sid"": ""60338"",
             ""Technique ID"": ""T1064"",
             ""Technique Name"": ""Data Exfiltration"",
             ""Quotes"": """"Data Exfiltration techniques encompass the unauthorized removal of data from a system, such as sensitive information, credentials, or intellectual property. The rule detects a web shell (DiveShell) that attempts to exfiltrate data by sending it over a C2 channel, which is consistent with a data exfiltration tactic."""",
             ""Explanation"": ""This event is generated when activity relating to malware is detected.""
         }
     ]","['T1041', 'T1064']",['T1505']
49540,"[
         ""sid"": ""49540"",
         ""Technique ID"": ""T1190"",
         ""Technique name"": ""Exploit Public-Facing Application"",
         ""Quotes"": """"Public-facing applications are vulnerable to a variety of attack techniques. One common technique is to exploit vulnerabilities in the application to gain unauthorized access. This rule looks for attempts to exploit a vulnerability in the WordPress wp_user_roles configuration to change the user role to 'administrator', which could allow an attacker to gain unauthorized access to the website."""",
         ""Explanation"": ""This event is generated when activity relating to exploiting a public-facing application is detected.""
     ]",['T1190'],['T1190']
58912,"[
         {
             ""sid"": ""58912"",
             ""Technique ID"": ""T1110"",
             ""Technique Name"": ""Data Exfiltration"",
             ""Quotes"": """"Data Exfiltration techniques involve transferring data from a network or system without proper authorization."""",
             ""Explanation"": ""This event is generated when activity relating to malware is detected.""
         },
         {
             ""sid"": ""58912"",
             ""Technique ID"": ""T1107"",
             ""Technique Name"": ""Shellcode"",
             ""Quotes"": """"Shellcode is malicious code designed to execute on a compromised system after an attacker has gained initial access to the system."""",
             ""Explanation"": ""This event is generated when activity relating to malware is detected.""
         }
     ]","['T1110', 'T1107']",['T1505']
31978,"[
     ""sid"": ""31978"",
     ""Technique ID"": ""T1059"",
     ""Technique name"": ""Command and Scripting Interpreter"",
     ""Quotes"": """"Command and Scripting Interpreter techniques involve using an operating system's command shell to execute commands and scripts to perform malicious actions. The rule specifically detects an attempt to inject a command into a CGI environment variable, which could allow an attacker to execute arbitrary commands on the web server."""",
     ""Explanation"": ""This event is generated when activity relating to exploitation of vulnerabilities is detected.""
 ]",['T1059'],['T1190']
37313,"[
     {
         ""sid"": ""37313"",
         ""Technique ID"": ""T1119"",
         ""Technique name"": ""Supply Chain Compromise"",
         ""Quotes"": """"External entity data exfiltration attempts involve exploiting vulnerabilities in external programs, such as email clients and web browsers, to access and extract data from systems. This rule detects attempts to exfiltrate data using entity data exfiltration techniques, indicating potential efforts to compromise the supply chain and gain access to internal networks or data."""",
         ""Explanation"": ""This event is generated when activity relating to an external entity data exfiltration attempt is detected.""
     }
 ]",['T1119'],['T1020']
61160,"[
   {
     ""sid"": ""61160"",
     ""Technique ID"": ""T1046"",
     ""Technique Name"": ""Network Service Scanning"",
     ""Quotes"": ""\""Network Service Scanning is the use of techniques to detect and exploit services running on a network.\"" Snort can detect network service scanning through its file_data inspection capabilities; therefore, this technique is mapped for the given rule."",
     ""Explanation"": ""This event is generated when a host on the internal network attempts to connect to a host on the external network using a TCP connection on a port typically used for HTTP traffic.""
   },
   {
     ""sid"": ""61160"",
     ""Technique ID"": ""T1133"",
     ""Technique Name"": ""Remote File Copy"",
     ""Quotes"": ""\""Remote File Copy is the ability to transfer files and data from a remote system to a local system.\"" Snort can detect remote file copy attempts through its file_data inspection capabilities; therefore, this technique is mapped for the given rule."",
     ""Explanation"": ""This event is generated when a host on the internal network attempts to connect to a host on the external network using a TCP connection on a port typically used for HTTP traffic.""
   }
 ]","['T1046', 'T1133']",['T1505']
14075,"[
   {
     ""sid"": ""14075"",
     ""Technique ID"": ""T1056"",
     ""Technique name"": ""Input Capture"",
     ""Quotes"": """"Input Capture techniques involve intercepting and capturing user input data, such as keystrokes, to obtain sensitive information. The rule indicates the detection of a Keylogger pro runtime, which is a tool used to capture keystrokes and other user input data."""",
     ""Explanation"": ""This event is related to input capture, keylogger, it may involve malicious activity.""
   },
   {
     ""sid"": ""14075"",
     ""Technique ID"": ""T1048"",
     ""Technique name"": ""System Information Discovery"",
     ""Quotes"": """"System Information Discovery techniques involve gathering information about the system's configuration, software, and hardware. The rule indicates the detection of a keylogger that sends an 'Activity Report' to an external server, which could include system information as part of the report."""",
     ""Explanation"": ""This event is related to system information discovery, keylogger, it may involve malicious activity.""
   }
 ]","['T1056', 'T1048']",['T1056']
39930,"[
     {
         ""sid"": ""39930"",
         ""Technique ID"": ""T1190"",
         ""Technique Name"": ""Exploitation of Public-Facing Applications"",
         ""Quotes"": """"Exploitation of Public-Facing Applications techniques involve targeting applications that are exposed to the internet or other public networks and exploiting them to gain unauthorized access or control of the system. This rule specifically mentions an attempt to exploit a Siemens IP camera via a credential disclosure vulnerability in the '/cgi-bin/readfile.cgi' script."""",
         ""Explanation"": ""This event is generated when an attempt to exploit a public-facing application is detected.""
     }
 ]",['T1190'],['T1003']
49789,"[
         {
             ""sid"": ""49789"",
             ""technique id"": ""T1132"",
             ""technique name"": ""Data Exfiltration"",
             ""quotes"": """"Data Exfiltration techniques involve the unauthorized transfer of data from a system to an external destination. The rule detects outbound connections from a compromised host to a remote server, indicating an attempt to exfiltrate data. The attacker uses a custom User-Agent string (""wget"") and specific HTTP header patterns, suggesting the use of a custom tool or script for data exfiltration."""",
             ""explanation"": ""This rule is specific to detecting outbound connections from compromised hosts that are attempting to exfiltrate data.""
         },
         {
             ""sid"": ""49789"",
             ""technique id"": ""T1105"",
             ""technique name"": ""Command and Control"",
             ""quotes"": """"Command and Control techniques involve establishing and maintaining communications with remote systems, such as command and control servers, to facilitate attacks. The rule identifies a connection to an external IP address on a non-standard port (likely used for command and control) and attempts to contact the server using a specific User-Agent string. This suggests that the compromised system is attempting to establish a command and control channel with a remote attacker."""",
             ""explanation"": ""The rule contains the term ""MALWARE-CNC"" which indicates that the rule is related to a command and control activity.""
         }
     ]","['T1132', 'T1105']",['T1043']
29918,"[
         {
             ""sid"": ""29918"",
             ""Technique ID"": ""T1056"",
             ""Technique name"": ""Input Capture"",
             ""Quotes"": """"Input Capture techniques involve intercepting and capturing user input data, such as keystrokes, to obtain sensitive information. The rule indicates the presence of a keylogger (Vacky) that monitors system activity to capture sensitive information like keystrokes."""",
             ""Explanation"": ""This event is generated when activity relating to malware is detected.""
         },
         {
             ""sid"": ""29918"",
             ""Technique ID"": ""T1114"",
             ""Technique name"": ""System Information Discovery"",
             ""Quotes"": """"System information discovery techniques involve gathering information about the system, such as its configuration, software, and hardware. The rule indicates the presence of malware (Vacky) that collects system information by monitoring system activity, which may include identifying system components and software running on the system."""",
             ""Explanation"": ""This event is generated when activity relating to malware is detected.""
         }
     ]","['T1056', 'T1114']",['T1056']
37379,"[
   {
     ""sid"": ""37379"",
     ""Technique ID"": ""T1110"",
     ""Technique name"": ""Credential Dumping"",
     ""Quotes"": """"Credential Dumping techniques allow adversaries to obtain credentials from a compromised system. The rule matches attempts to log in to a BinTec Elmeg web application using default credentials, as indicated by the presence of the 'Authorization' header with the value 'YWRtaW46YmludGVj' ('admin:bintec' in base64). This is a common credential dumping tactic used to gain unauthorized access to systems."""",
     ""Explanation"":
       ""This rule matches attempts to authenticate to a web application using default credentials.""
   },
   {
     ""sid"": ""37379"",
     ""Technique ID"": ""T1078"",
     ""Technique name"": ""Valid Accounts"",
     ""Quotes"": """"Valid Accounts techniques leverage compromised or legitimate accounts to gain access to a system. The rule triggers when an attempt is made to log in using default credentials, which attackers may obtain through various methods and use to compromise the system."""",
     ""Explanation"": ""This rule matches attempts to authenticate to a web application using default credentials.""
   }
 ]","['T1110', 'T1078']",['T1078']
23612,"[
         ""sid"": ""23612"",
         ""Technique ID"": ""T1117"",
         ""Technique name"": ""Obfuscated Files or Information"",
         ""Quotes"": """"Obfuscated Files or Information techniques involve encoding or otherwise manipulating files or information to make them more difficult to detect or analyze. The rule indicates the presence of JavaScript code embedded in an XML template within a PDF, which is a common method used by attackers to obfuscate malicious code and evade detection."""",
         ""Explanation"": ""This event is generated when activity relating to Trojan malware is detected.""
     ]",['T1117'],['T1027']
57462,"[
     {
         ""sid"": ""57462"",
         ""Technique ID"": ""T1105"",
         ""Technique name"": ""Command and Scripting Interpreter"",
         ""Quotes"": """"Command and Scripting Interpreter encompasses techniques that use command or scripting interpreters, such as Perl, to execute commands or scripts on a system. The rule detects a variant of the Perl.Backdoor.STEADYPULSE webshell, which is a malicious script that allows an attacker to execute commands and control a compromised system."""",
         ""Explanation"": ""This event is generated when a command or scripting interpreter is used to execute commands or scripts on the system.""
     },
     {
         ""sid"": ""57462"",
         ""Technique ID"": ""T1110"",
         ""Technique name"": ""Gather Victim Host Information"",
         ""Quotes"": """"Techniques that gather information about the victim host, such as the operating system, network configuration, and installed software, are grouped under Gather Victim Host Information. The rule detects the webshell variant, which likely attempts to gather information about the victim host to facilitate further exploitation."""",
         ""Explanation"": ""This event is generated when information about the victim host is gathered.""
     }
 ]","['T1105', 'T1110']",['T1071']
59259,"[
         ""sid"": ""59259"",
         ""Technique ID"": ""T1105"",
         ""Technique Name"": ""Web Shell"",
         ""Quotes"": """"Web Shells are scripts that allow attackers to issue commands and interact with a compromised system through a web interface. The rule detects an attempt to connect to a PHP web shell using a specific URI pattern and query parameter, which indicates the presence of a web shell on the target system."""",
         ""Explanation"": ""The rule specifically mentions a PHP web shell (Php.Webshell.Bypass), which is a type of web shell used to bypass security controls. Web shells are often used to provide remote access to a compromised system, allowing attackers to execute commands, upload and download files, and perform other malicious activities.""
     ]",['T1105'],['T1505']
38387,"[
         ""sid"": ""38387"",
         ""Technique ID"": ""T1056"",
         ""Technique name"": ""Input Capture"",
         ""Quotes"": """"Input Capture techniques involve intercepting and capturing user input data, such as keystrokes, to obtain sensitive information. The rule indicates the presence of a Trojan (FTPKeyLogger) that captures screenshots and sends them outbound through an FTP connection, suggesting an attempt to capture confidential visual information."""",
         ""Explanation"": ""This event is generated when activity relating to malware is detected.""
     ]",['T1056'],['T1056']
38249,"[
   {
     ""sid"": ""38249"",
     ""Technique ID"": ""T1110"",
     ""Technique Name"": ""Credential Access"",
     ""Quotes"": """"Credential access techniques involve gaining access to or retrieving credentials or secrets, such as passwords, hashes, keys, or tokens, to authenticate or impersonate users or services."""",
     ""Explanation"": ""This event indicates a potential attempt to gain access to credentials, specifically a password, by exploiting a default login vulnerability in Samsung Data Manager. The attacker is attempting to authenticate using a default password, which is a common credential access technique.""
   }
 ]",['T1110'],['T1078']
38890,"[
         {
             ""sid"": ""38890"",
             ""Technique ID"": ""T1020"",
             ""Technique name"": ""Data Exfiltration"",
             ""Quotes"": """"Data Exfiltration techniques involve moving data from a target system to an external system without authorization. The rule indicates the presence of a Trojan (Win.Trojan.Kirts) attempting to exfiltrate data by sending it over HTTP using a parameter named 'data' in a '.php' script, which is a common method used to exfiltrate data stealthily."""",
             ""Explanation"": ""This event is generated when activity relating to malware is detected.""
         },
         {
             ""sid"": ""38890"",
             ""Technique ID"": ""T1056"",
             ""Technique name"": ""Input Capture"",
             ""Quotes"": """"Input Capture techniques involve intercepting and capturing user input data, such as keystrokes, to obtain sensitive information. The rule indicates the presence of a Trojan (Win.Trojan.Kirts) that is trying to capture data by sending it over HTTP using a parameter named 'data' in a '.php' script, which is a common method used by keyloggers to stealthily capture input data."""",
             ""Explanation"": ""This event is generated when activity relating to malware is detected.""
         }
     ]","['T1020', 'T1056']",['T1020']
35317,"[
     {
         ""sid"": ""35317"",
         ""Technique ID"": ""T1048"",
         ""Technique Name"": ""Exfiltration Over Command and Control Channel"",
         ""Quotes"": """"Exfiltration Over Command and Control Channel techniques involve the exfiltration of data over established C2 channels, which can include web connections to a C2 server."""",
         ""Explanation"": ""This event is generated when activity relating to malware is detected.""
     },
     {
         ""sid"": ""35317"",
         ""Technique ID"": ""T1098"",
         ""Technique Name"": ""Phishing"",
         ""Quotes"": """"Phishing techniques involve sending fraudulent emails or creating websites that appear legitimate to trick users into providing sensitive information, such as login credentials or financial data."""",
         ""Explanation"": ""This event is generated when a phishing email is detected.""
     }
 ]","['T1048', 'T1098']",['T1176']
26639,"[
         {
             ""sid"": ""26639"",
             ""Technique ID"": ""T1190"",
             ""Technique Name"": ""Exploitation for Client Execution"",
             ""Quotes"": """"Exploitation for Client Execution techniques involve exploiting a vulnerability in a client-side application to execute arbitrary code, such as exploiting browser vulnerabilities through client-side scripting."""",
             ""Explanation"": ""This event is an alert for a Microsoft Internet Explorer (IE) vulnerability that allows attackers to bypass the XML digital signature verification and execute arbitrary code.""
         },
         {
             ""sid"": ""26639"",
             ""Technique ID"": ""T1218"",
             ""Technique Name"": ""Data Encrypted for Impact"",
             ""Quotes"": """"Data Encrypted for Impact techniques involves encrypting data that is used for exploitation to avoid detection by security controls and make analysis more difficult."""",
             ""Explanation"": ""The rule detects an XML digital signature transformation that may be used to encrypt data to evade detection.""
         }
     ]","['T1190', 'T1218']",['T1220']
